latitude,longitude,n
41.8347,-86.2472,1081
40.8859,-74.0435,1082
42.9034,-78.7548,1083
33.9908,-118.46,1084
40.9884,-73.8104,1085
47.4341,-95.098,1086
32.3493,-90.4601,1087
34.2676,-86.2089,1088
40.5011,-79.8392,1089
40.8584,-74.1638,1090
40.8976,-74.0159,1091
40.8579,-74.426,1092
33.8889,-118.4053,1093
47.1842,-95.9394,1094
41.0177,-76.8531,1095
47.4234,-120.3103,1096
42.5295,-83.7802,1097
43.1726,-79.0359,1098
34.7745,-96.6783,1099
37.8028,-121.2208,1100
42.5319,-75.5217,1101
38.7135,-77.7953,1102
41.3684,-82.1077,1103
37.5585,-122.271,1104
42.5003,-90.6652,1105
39.3995,-84.5613,1106
34.1393,-118.0373,1107
31.0702,-81.4227,1108
38.0971,-121.3879,1109
42.2945,-79.0998,1110
42.5689,-83.3836,1111
35.7079,-79.8136,1112
38.6244,-90.1509,1113
31.258,-95.9783,1114
34.2284,-118.2391,1115
41.1339,-81.4846,1116
42.8509,-72.5579,1117
41.7109,-72.2117,1118
33.629,-91.791,1119
41.45,-80.5164,1120
42.4804,-83.1669,1121
39.263,-74.599,1122
32.9656,-96.7158,1123
42.5192,-92.5251,1124
33.2098,-87.5692,1125
47.3073,-122.2285,1126
35.5497,-120.706,1127
47.9789,-122.202,1128
45.3733,-84.9553,1129
42.5483,-70.8785,1130
41.3839,-72.9026,1131
28.2666,-80.7291,1132
34.9854,-80.5495,1133
39.0384,-80.4673,1134
37.3196,-80.639,1135
38.934,-76.8966,1136
48.1957,-114.3129,1137
33.5162,-90.1795,1138
47.6104,-122.2007,1139
26.9342,-80.0942,1140
34.2169,-119.037,1141
39.7425,-105.5136,1142
28.3578,-80.6847,1143
32.768,-117.0278,1144
45.8404,-119.2894,1145
41.4815,-73.2132,1146
30.7452,-88.0897,1147
33.701,-84.1722,1148
47.8106,-122.3773,1149
42.8271,-75.5446,1150
40.799,-81.3785,1151
38.7907,-121.2358,1152
40.8534,-73.4115,1153
33.2076,-92.6663,1154
41.5276,-90.5074,1155
40.9465,-124.1006,1156
30.0474,-99.1406,1157
42.9639,-78.7378,1158
27.5215,-82.5275,1159
48.7248,-122.6878,1160
37.3343,-79.5231,1161
34.7698,-84.9702,1162
39.1498,-123.208,1163
40.623,-73.7244,1164
40.9115,-73.7824,1165
32.7666,-96.5995,1166
42.2248,-121.7816,1167
42.2103,-83.7241,1168
25.8195,-80.3553,1169
40.7472,-73.6381,1170
45.8164,-122.742,1171
47.3809,-122.2348,1172
37.6305,-122.4111,1173
29.3105,-100.4181,1174
41.7759,-72.5215,1175
41.7659,-72.6451,1176
41.2112,-80.497,1177
37.3792,-122.116,1178
38.0685,-78.8895,1179
41.414,-73.3035,1180
40.7268,-73.6343,1181
42.3251,-72.6412,1182
41.103,-72.3797,1183
41.2021,-73.3793,1184
34.6392,-120.4579,1185
40.6953,-80.3048,1186
41.2148,-79.3853,1187
39.9937,-75.2718,1188
41.3206,-73.089,1189
41.0037,-80.347,1190
40.1299,-75.5152,1191
34.2171,-118.4739,1192
37.2707,-76.7075,1193
40.1013,-75.383,1194
35.2226,-97.4395,1195
42.6403,-84.5154,1196
44.5623,-72.5987,1197
45.5817,-122.3484,1198
40.9167,-74.1718,1199
41.8096,-72.8305,1200
42.9753,-72.5217,1201
42.5257,-71.0953,1202
42.337,-71.2116,1203
42.4668,-70.9495,1204
46.1377,-122.936,1205
40.8052,-81.9365,1206
35.7565,-83.9705,1207
41.0534,-73.5387,1208
41.0193,-73.7983,1209
42.9273,-83.6302,1210
40.0832,-74.0682,1211
46.7758,-94.893,1212
39.0786,-84.3227,1213
42.633,-88.6438,1214
38.9831,-94.6708,1215
41.3198,-81.6268,1216
25.9821,-80.1512,1217
39.7393,-75.598,1218
40.7867,-73.7278,1219
42.0323,-87.7421,1220
39.0845,-77.1528,1221
34.1706,-118.8376,1222
41.5729,-72.6407,1223
41.6303,-87.8525,1224
37.4241,-122.1661,1225
31.5748,-111.3323,1226
41.8661,-88.1069,1227
45.0267,-93.3331,1228
43.683,-114.361,1229
34.499,-82.0143,1230
40.5216,-74.2722,1231
39.7596,-121.6219,1232
41.2429,-73.2007,1233
41.0141,-73.8743,1234
34.1243,-83.2213,1235
47.9316,-122.0959,1236
40.6168,-111.814,1237
34.1028,-118.0997,1238
29.4439,-96.9411,1239
42.0856,-76.0536,1240
35.5182,-83.0976,1241
40.7047,-73.375,1242
33.5387,-112.186,1243
35.4894,-120.6707,1244
35.6709,-80.4742,1245
38.3658,-75.5933,1246
42.7523,-76.8336,1247
40.7177,-74.0414,1248
42.4733,-83.2219,1249
33.5314,-117.7692,1250
33.4151,-111.8314,1251
43.2129,-75.4557,1252
40.2333,-104.9986,1253
40.4862,-74.4518,1254
41.5834,-87.5,1255
33.9935,-81.074,1256
41.034,-73.7629,1257
37.4538,-122.1821,1258
40.7812,-73.2462,1259
34.2368,-84.4908,1260
44.6995,-73.4529,1261
36.2081,-86.2911,1262
26.3587,-80.0831,1263
44.3668,-100.3542,1264
31.5945,-83.2513,1265
41.6528,-70.2828,1266
33.9796,-118.4583,1267
33.9169,-118.255,1268
33.9472,-118.0853,1269
41.3554,-72.1,1270
28.8028,-81.2697,1271
36.1993,-86.5206,1272
39.646,-121.8001,1273
36.6103,-88.3147,1274
40.7307,-74.2731,1275
43.0193,-78.8866,1276
29.9747,-92.1343,1277
32.4379,-111.3154,1278
20.8743,-156.6766,1279
44.3236,-93.958,1280
38.4406,-122.7207,1281
29.4669,-81.2568,1282
43.8735,-116.4993,1283
43.6724,-111.915,1284
37.4946,-120.8465,1285
40.9478,-90.3712,1286
30.4394,-97.62,1287
35.4887,-82.9887,1288
45.4312,-122.7714,1289
42.1514,-87.9598,1290
38.7627,-93.7359,1291
43.2362,-88.0499,1292
45.531,-122.3922,1293
30.0432,-90.6673,1294
40.6837,-73.5101,1295
39.4587,-82.2318,1296
38.5664,-76.0769,1297
20.0232,-155.6706,1298
36.5882,-82.1833,1299
19.6402,-155.9991,1300
28.0353,-82.3893,1301
41.6821,-69.9598,1302
44.2626,-72.5806,1303
29.5822,-95.7608,1304
44.3275,-73.1075,1305
40.8626,-76.7944,1306
41.1239,-100.7654,1307
37.5596,-90.2945,1308
41.4445,-81.9919,1309
29.8549,-89.9906,1310
42.2575,-87.8395,1311
37.0842,-94.5136,1312
42.2529,-71.0023,1313
42.1275,-87.829,1314
38.789,-81.1276,1315
41.9584,-70.6673,1316
29.7355,-94.9774,1317
33.9237,-84.8408,1318
33.865,-84.3371,1319
44.0979,-70.2312,1320
41.7402,-87.8067,1321
41.4822,-81.5039,1322
39.6068,-75.8333,1323
41.7621,-72.742,1324
39.2967,-80.2514,1325
30.6604,-93.8926,1326
33.9181,-118.402,1327
37.759,-77.4799,1328
26.0523,-80.1439,1329
27.8925,-81.8397,1330
33.8022,-118.0644,1331
31.3465,-109.5453,1332
40.0455,-75.3587,1333
39.7043,-74.2633,1334
34.166,-81.3498,1335
41.6398,-81.4065,1336
33.8664,-118.3997,1337
30.396,-88.8853,1338
41.385,-72.4357,1339
33.9204,-80.3415,1340
34.1349,-79.9398,1341
40.2204,-74.0121,1342
43.0281,-73.3812,1343
38.9907,-77.0261,1344
39.6248,-78.2247,1345
32.4074,-87.0211,1346
41.1177,-73.4082,1347
41.2043,-73.6437,1348
40.0684,-82.5205,1349
28.9341,-81.9599,1350
39.9682,-75.5727,1351
42.1167,-86.4531,1352
39.9205,-105.0867,1353
40.7979,-73.6996,1354
40.884,-74.5621,1355
42.3614,-71.3615,1356
41.4476,-71.5247,1357
38.8851,-76.9158,1358
40.2415,-75.2838,1359
33.1104,-92.3566,1360
33.7092,-117.9537,1361
28.6277,-81.3631,1362
42.2287,-71.5226,1363
36.0331,-86.7828,1364
45.8261,-92.9685,1365
31.2232,-85.3905,1366
42.2139,-70.9941,1367
41.844,-79.145,1368
34.5384,-112.4686,1369
35.6805,-109.0525,1370
32.6925,-114.6279,1371
41.1583,-81.6367,1372
45.7325,-107.612,1373
46.8088,-100.7825,1374
30.0799,-95.4172,1375
44.9369,-91.3929,1376
29.3014,-94.7977,1377
43.0648,-124.1389,1378
45.5719,-88.9029,1379
26.6359,-80.0962,1380
34.2465,-80.607,1381
41.5532,-70.6086,1382
38.4732,-77.9967,1383
41.3948,-73.454,1384
42.8006,-71.3042,1385
37.3429,-77.9806,1386
40.5637,-122.2388,1387
43.1865,-77.8039,1388
39.8968,-76.1632,1389
30.0035,-91.8187,1390
44.3836,-89.8174,1391
33.9164,-118.3525,1392
33.993,-117.9686,1393
38.4193,-82.4452,1394
44.4376,-73.0682,1395
41.5734,-87.7845,1396
32.9857,-80.1098,1397
41.1796,-73.1912,1398
28.6121,-80.8081,1399
28.3853,-80.7476,1400
45.0689,-93.3178,1401
42.6972,-74.9269,1402
38.9339,-77.1773,1403
35.9399,-77.7991,1404
32.4367,-111.2253,1405
42.3959,-71.1787,1406
25.8392,-80.2356,1407
40.9945,-73.8787,1408
44.3295,-74.1313,1409
40.1245,-87.63,1410
40.643,-111.2807,1411
46.3237,-120.0086,1412
39.6118,-86.1119,1413
41.2724,-72.9503,1414
35.1981,-111.6513,1415
44.0487,-123.3509,1416
41.2957,-72.5764,1417
35.9752,-114.8346,1418
38.2973,-122.2868,1419
38.154,-121.3013,1420
43.648,-93.3683,1421
44.9591,-89.6301,1422
42.3949,-71.0295,1423
39.2404,-76.8394,1424
33.9611,-118.3553,1425
38.5471,-122.8163,1426
36.042,-94.2471,1427
35.5508,-97.5492,1428
37.3031,-80.5392,1429
40.4258,-86.908,1430
40.9134,-77.7783,1431
41.1976,-73.1322,1432
42.223,-78.0348,1433
40.7557,-73.8831,1434
44.6287,-74.8138,1435
37.2406,-77.4278,1436
34.0029,-84.1446,1437
34.2978,-83.824,1438
40.0295,-75.6207,1439
31.1829,-85.2363,1440
38.0608,-97.9298,1441
45.0564,-92.806,1442
41.895,-87.8194,1443
33.4859,-86.9119,1444
37.0299,-76.3452,1445
33.1976,-96.6153,1446
41.6565,-76.8533,1447
43.5901,-70.3345,1448
43.2165,-123.3417,1449
36.9771,-121.8994,1450
45.1736,-93.3016,1451
19.4427,-155.2339,1452
32.0478,-110.712,1453
40.7762,-87.7364,1454
40.8298,-75.0777,1455
38.1075,-122.5697,1456
39.0826,-74.8238,1457
42.1236,-71.1786,1458
40.3245,-79.7011,1459
42.6583,-71.1368,1460
42.4625,-83.104,1461
30.4388,-88.815,1462
33.8895,-118.2243,1463
39.5367,-76.3483,1464
42.25,-73.7897,1465
42.85,-106.325,1466
46.8769,-96.8999,1467
41.627,-88.204,1468
37.4223,-81.0162,1469
40.7489,-74.2612,1470
41.01,-74.1677,1471
45.4871,-122.8037,1472
40.6595,-73.6454,1473
41.5936,-87.6947,1474
28.9174,-81.9228,1475
42.8499,-77.0115,1476
45.1888,-93.397,1477
39.9777,-105.1319,1478
34.0211,-118.3965,1479
44.028,-92.8546,1480
32.516,-93.7321,1481
41.5823,-85.8344,1482
32.6099,-85.4808,1483
40.2955,-74.7204,1484
41.9836,-73.4218,1485
28.6797,-96.5602,1486
38.7137,-75.0764,1487
41.223,-111.9738,1488
34.0553,-117.7523,1489
27.6385,-80.3982,1490
36.6031,-121.8936,1491
33.9776,-118.1872,1492
42.9789,-78.7925,1493
44.0155,-73.1694,1494
41.2841,-73.4975,1495
41.0392,-73.8682,1496
44.4583,-93.1616,1497
40.6825,-74.4406,1498
32.5449,-94.3674,1499
40.3558,-74.6688,1500
44.5236,-89.5746,1501
42.32,-89.0581,1502
33.3727,-87.2138,1503
43.6412,-70.239,1504
41.5387,-75.9466,1505
43.0392,-76.3041,1506
46.9933,-93.5986,1507
33.5779,-101.8552,1508
44.1591,-94.0092,1509
33.6642,-116.3121,1510
39.3292,-82.1013,1511
38.201,-77.5892,1512
40.4865,-79.4514,1513
32.792,-115.5632,1514
41.8759,-72.8012,1515
38.6298,-122.8592,1516
38.2458,-122.6314,1517
40.7002,-73.5941,1518
44.2395,-76.0858,1519
44.2999,-120.8345,1520
43.7022,-72.2896,1521
33.7592,-118.0067,1522
36.0754,-79.0997,1523
35.3187,-82.4609,1524
35.2335,-82.7343,1525
33.8888,-117.8146,1526
32.5897,-96.857,1527
31.3404,-110.9343,1528
40.3295,-76.5152,1529
37.7652,-122.2421,1530
40.6653,-73.5694,1531
34.7865,-76.8591,1532
39.4015,-76.6019,1533
36.6128,-121.8454,1534
44.9133,-93.5033,1535
33.1434,-117.1661,1536
45.0314,-93.2125,1537
40.644,-79.958,1538
44.05,-91.6393,1539
45.3936,-93.8765,1540
46.6638,-92.4249,1541
42.5578,-88.8651,1542
45.0867,-93.2619,1543
41.5252,-88.0834,1544
34.6042,-98.3955,1545
44.963,-92.9649,1546
45.038,-93.3867,1547
45.1193,-93.4022,1548
44.5625,-92.5338,1549
45.006100000000004,-93.1566,1550
43.9825,-94.6269,1551
44.9483,-93.348,1552
41.8084,-72.2495,1553
41.6862,-72.5451,1554
32.5157,-95.4094,1555
42.4529,-75.0638,1556
41.729,-71.2819,1557
37.839,-94.3547,1558
42.3708,-83.4706,1559
41.2799,-72.8141,1560
41.1333,-73.7924,1561
21.334,-158.0778,1562
36.3434,-88.8503,1563
40.2014,-77.1888,1564
33.4054,-86.8114,1565
34.038,-117.6197,1566
38.9332,-119.9844,1567
42.2734,-83.1344,1568
39.9356,-91.4099,1569
33.8734,-118.0146,1570
42.0836,-78.4299,1571
33.8082,-84.1702,1572
40.6556,-74.3895,1573
41.4739,-81.5371,1574
40.6636,-73.7079,1575
38.5198,-89.9869,1576
43.98,-124.101,1577
38.7294,-120.8008,1578
48.3697,-114.1916,1579
45.1386,-90.3401,1580
42.465,-96.414,1581
40.0229,-75.3153,1582
38.6425,-90.3233,1583
41.84,-87.953,1584
37.6834,-87.9167,1585
46.2857,-119.2845,1586
42.3684,-83.3527,1587
40.2338,-111.6585,1588
42.8709,-85.8652,1589
37.6881,-122.4715,1590
39.6025,-82.088,1591
38.0113,-122.7022,1592
41.6816,-111.823,1593
39.9284,-75.2738,1594
38.8743,-77.0204,1595
25.4693,-80.48,1596
41.1005,-74.1164,1597
45.4156,-122.7159,1598
40.8612,-79.8953,1599
42.2793,-71.4162,1600
32.9534,-97.0136,1601
33.0899,-82.0157,1602
38.6581,-77.2497,1603
36.8085,-76.7441,1604
29.6241,-90.7512,1605
38.1839,-83.4326,1606
43.0631,-83.8511,1607
48.2766,-116.5533,1608
30.5335,-92.0815,1609
44.6984,-75.4921,1610
39.0331,-84.4519,1611
39.4962,-88.1762,1612
40.1262,-82.9291,1613
33.5968,-83.8602,1614
38.0329,-122.2669,1615
42.0777,-87.8207,1616
39.2681,-76.7989,1617
42.6056,-83.1499,1618
37.3858,-122.0839,1619
40.1215,-75.3399,1620
25.7492,-80.2635,1621
33.4505,-88.8196,1622
47.7908,-122.307,1623
38.9778,-77.0074,1624
41.294,-82.2173,1625
41.5382,-72.807,1626
40.6097,-111.9391,1627
40.9867,-111.8992,1628
40.7004,-74.359,1629
38.2851,-122.4213,1630
40.5916,-111.8841,1631
41.1727,-111.9766,1632
25.9014,-81.3034,1633
33.9605,-118.1853,1634
42.2968,-71.2924,1635
41.6095,-87.6484,1636
40.9793,-74.1165,1637
39.8309,-77.2311,1638
41.1187,-78.762200000000007,1639
36.2168,-81.6746,1640
47.7558,-122.341,1641
40.0084,-75.2606,1642
39.4097,-123.3555,1643
45.0847,-93.0099,1644
28.1761,-80.59,1645
36.3134,-82.3534,1646
39.0046,-76.8755,1647
41.6385,-111.9338,1648
39.9815,-75.3566,1649
40.7989,-76.8621,1650
35.1427,-120.6412,1651
47.1717,-122.5184,1652
40.5743,-74.6099,1653
40.9351,-73.1184,1654
42.6141,-70.6631,1655
40.5187,-78.3947,1656
44.8028,-91.4375,1657
46.5897,-111.9167,1658
27.6342,-82.5403,1659
29.5046,-82.2798,1660
45.1485,-93.1518,1661
37.1299,-80.4089,1662
32.8572,-116.9222,1663
44.7967,-106.9589,1664
42.4461,-87.8329,1665
43.0675,-77.6247,1666
41.0762,-73.8587,1667
26.617,-80.0723,1668
41.367,-85.0589,1669
48.1806,-117.0475,1670
40.8853,-73.9523,1671
40.6081,-79.7411,1672
46.7312,-117.1796,1673
37.3028,-120.4837,1674
40.6163,-74.6145,1675
43.0319,-76.0128,1676
37.6228,-122.4856,1677
34.068600000000004,-118.0276,1678
33.314,-82.0967,1679
43.1637,-73.0723,1680
31.3113,-92.4451,1681
47.9809,-102.4902,1682
28.0199,-82.7828,1683
29.4743,-90.557,1684
33.641,-110.607,1685
41.4731,-81.8533,1686
41.1479,-73.4933,1687
42.5064,-71.1945,1688
37.6819,-121.7681,1689
34.1014,-84.5197,1690
33.6189,-117.9289,1691
40.6028,-79.5648,1692
42.364,-87.8469,1693
44.8097,-73.0872,1694
40.1652,-111.6108,1695
38.9559,-76.9455,1696
34.1886,-118.1347,1697
33.8981,-84.2832,1698
37.7021,-121.9357,1699
37.2638,-122.023,1700
44.8897,-93.35,1701
34.8024,-86.9722,1702
42.3246,-85.237,1703
36.961,-120.0604,1704
37.2752,-107.88,1705
42.0374,-74.1257,1706
34.0412,-84.9883,1707
37.4282,-121.9066,1708
42.2427,-83.6183,1709
33.8595,-84.6838,1710
40.7062,-74.5493,1711
39.8514,-84.127,1712
33.892,-84.2988,1713
39.2624,-121.0171,1714
37.0834,-76.4697,1715
42.4375,-71.7606,1716
33.7714,-84.2671,1717
47.789,-122.3554,1718
38.9282,-76.9158,1719
40.8509,-73.9701,1720
34.0625,-118.1229,1721
42.2695,-71.6161,1722
42.5273,-70.9281,1723
42.1612,-71.0443,1724
42.0331,-88.0847,1725
40.6367,-74.9098,1726
40.8614,-73.9881,1727
38.775,-95.1864,1728
37.5687,-84.2963,1729
42.3948,-83.2955,1730
21.3936,-158.1543,1731
40.5142,-88.9906,1732
29.5572,-95.8086,1733
40.4475,-75.9663,1734
41.6999,-118.0729,1735
33.7414,-118.1047,1736
31.8668,-95.4958,1737
34.0143,-86.0064,1738
33.8629,-83.4087,1739
33.9462,-84.3346,1740
40.5545,-81.9179,1741
41.8294,-72.5528,1742
37.4577,-77.2964,1743
33.8793,-117.8593,1744
39.1403,-121.6172,1745
39.1452,-121.5917,1746
42.7958,-77.8136,1747
38.8304,-77.1964,1748
27.8426,-82.6998,1749
37.2295,-80.4139,1750
41.0246,-80.8035,1751
43.8764,-69.6336,1752
37.6624,-121.8747,1753
19.5208,-155.9225,1754
39.4285,-74.4957,1755
40.6584,-74.2996,1756
42.8331,-108.7325,1757
34.0952,-118.127,1758
34.0271,-117.8067,1759
34.096,-117.7197,1760
40.8423,-124.0636,1761
33.7739,-117.9414,1762
34.0559,-117.1853,1763
42.1044,-76.2633,1764
41.1222,-80.3328,1765
42.3056,-71.5245,1766
45.4263,-117.2788,1767
39.7674,-94.8482,1768
40.9253,-73.9629,1769
26.0765,-80.2521,1770
40.0793,-75.3016,1771
41.9904,-70.975,1772
39.0703,-76.5452,1773
19.7299,-155.0907,1774
35.0614,-106.1914,1775
35.2334,-106.6645,1776
34.9393,-79.774,1777
38.629,-90.3201,1778
41.748,-70.6016,1779
41.0107,-73.8437,1780
33.8025,-117.9931,1781
42.2809,-71.2378,1782
34.93,-86.9769,1783
40.0919,-74.0483,1784
37.6807,-122.3999,1785
45.3973,-122.2614,1786
41.3898,-81.4412,1787
37.3488,-108.5859,1788
32.7701,-108.2803,1789
41.6253,-87.7176,1790
42.5856,-84.4458,1791
41.5772,-93.7113,1792
32.1785,-82.5946,1793
36.3548,-79.6644,1794
34.6059,-86.9833,1795
47.4703,-122.3467,1796
40.485,-106.8317,1797
33.9923,-117.7594,1798
41.562,-73.6026,1799
42.7176,-73.9358,1800
38.1488,-98.088,1801
29.5075,-95.0949,1802
33.9311,-117.5487,1803
46.7208,-92.1041,1804
30.6696,-81.4625,1805
34.4492,-119.2467,1806
41.8995,-87.9403,1807
32.5232,-92.6379,1808
40.0828,-74.2081,1809
35.7826,-80.8873,1810
42.0333,-87.8833,1811
42.1098,-86.48,1812
61.7472,-150.0375,1813
41.3206,-75.819,1814
41.4279,-74.166,1815
48.2932,-122.6432,1816
35.2031,-85.921,1817
33.9968,-117.4834,1818
40.0334,-83.1583,1819
41.5759,-87.1762,1820
57.0531,-135.3308,1821
35.346,-79.417,1822
39.4523,-74.7277,1823
37.9746,-122.5616,1824
45.781,-122.5334,1825
42.4737,-70.9225,1826
42.7675,-78.7439,1827
47.358,-122.0649,1828
26.1004,-80.3998,1829
26.134,-80.1131,1830
40.8259,-74.2095,1831
34.5761,-117.4328,1832
40.6884,-75.2207,1833
42.4159,-71.1563,1834
36.332,-94.1185,1835
39.6478,-78.7628,1836
39.9304,-77.248,1837
41.597,-81.3406,1838
38.9637,-76.9908,1839
41.4978,-81.5374,1840
40.9868,-75.1946,1841
34.1117,-118.1533,1842
41.9359,-73.1118,1843
26.0122,-80.1694,1844
40.9123,-73.8391,1845
39.3956,-80.3001,1846
29.703,-98.1245,1847
40.3356,-75.9268,1848
40.8441,-73.0163,1849
37.0356,-112.5311,1850
38.941,-76.8444,1851
33.0015,-82.4112,1852
36.1628,-85.5016,1853
34.8062,-106.7334,1854
42.5195,-70.8967,1855
42.3673,-71.1876,1856
33.2757,-82.9763,1857
42.3834,-71.4162,1858
42.786,-112.8544,1859
41.3748,-83.6513,1860
38.7658,-112.0875,1861
39.7,-78.1864,1862
40.0362,-75.5138,1863
42.4079,-71.0132,1864
42.2495,-72.5823,1865
39.4022,-107.2111,1866
39.7873,-77.3686,1867
39.6325,-84.3645,1868
42.6488,-83.7391,1869
40.8568,-74.1285,1870
34.7023,-82.4646,1871
21.4059,-157.797,1872
21.3866,-158.0091,1873
40.435,-80.0661,1874
41.4831,-72.2664,1875
35.594,-89.2623,1876
34.7322,-112.0186,1877
42.4851,-71.4328,1878
37.2935,-80.0548,1879
34.6174,-79.6848,1880
35.2621,-81.1873,1881
42.9388,-114.7131,1882
40.8556,-73.1981,1883
37.886,-122.1172,1884
40.8298,-74.2401,1885
41.1538,-87.8875,1886
36.0674,-119.0176,1887
42.6987,-71.135,1888
34.8639,-84.324,1889
60.7922,-161.7558,1890
45.4849,-122.7117,1891
40.0065,-75.7033,1892
39.2261,-76.4807,1893
47.7623,-122.2054,1894
46.4163,-117.0456,1895
39.7555,-105.2209,1896
39.662,-75.5668,1897
36.0983,-79.5115,1898
34.7998,-87.6773,1899
41.7279,-93.6032,1900
40.5417,-79.7992,1901
40.6976,-74.2632,1902
34.2001,-90.5709,1903
41.9911,-70.8625,1904
31.4039,-111.2571,1905
26.4185,-81.4174,1906
45.5591,-122.7608,1907
34.1782,-79.4006,1908
39.9168,-75.3877,1909
44.3114,-96.7984,1910
44.9923,-101.2289,1911
42.7794,-96.9292,1912
44.8994,-97.1151,1913
38.5804,-121.5302,1914
42.2431,-84.7527,1915
33.8084,-87.0105,1916
39.4649,-74.4991,1917
40.3562,-80.1101,1918
41.6612,-72.7795,1919
42.2175,-73.8647,1920
45.7329,-122.5465,1921
42.725,-70.9911,1922
37.6144,-93.4108,1923
45.8703,-112.0983,1924
40.6515,-76.4977,1925
38.5069,-96.2621,1926
36.9482,-84.0964,1927
39.5767,-77,1928
32.3308,-111.2297,1929
39.246,-94.4194,1930
44.9264,-74.0796,1931
47.5344,-122.042,1932
41.5573,-87.6656,1933
31.128,-84.153,1934
37.3682,-122.0359,1935
34.6628,-106.7764,1936
25.0865,-80.4473,1937
37.1732,-78.1233,1938
44.9442,-72.2044,1939
46.7131,-93.4908,1940
37.6843,-77.8853,1941
37.2355,-80.2103,1942
26.2125,-80.25,1943
31.384,-111.2276,1944
35.6266,-120.691,1945
32.7475,-117.1647,1946
37.9974,-121.7124,1947
41.9,-71.0903,1948
46.7216,-92.4594,1949
44.8755,-91.9193,1950
26.1276,-80.2331,1951
41.7355,-111.8344,1952
36.3487,-82.2107,1953
38.678,-121.1762,1954
46.3773,-120.3086,1955
43.7611,-70.9964,1956
43.6629,-116.6874,1957
33.6801,-116.1746,1958
40.0632,-76.7039,1959
40.6177,-75.5393,1960
34.5521,-77.9261,1961
35.6334,-82.5821,1962
31.3151,-85.8552,1963
34.0037,-118.2295,1964
26.3101,-80.2373,1965
41.8361,-87.8272,1966
37.268,-81.2233,1967
41.3501,-72.0335,1968
44.0164,-70.9806,1969
22.0747,-159.3191,1970
30.3119,-81.3965,1971
37.859,-122.4855,1972
34.7154,-81.6237,1973
44.5364,-122.9066,1974
40.6461,-111.498,1975
38.9382,-104.601,1976
42.0002,-72.5947,1977
41.3314,-73.9868,1978
43.0261,-74.9903,1979
40.4976,-74.4896,1980
33.2946,-83.966,1981
43.3594,-73.6569,1982
35.618,-118.4731,1983
45.4292,-101.074,1984
35.4089,-80.5816,1985
44.0394,-101.6651,1986
37.3048,-89.5194,1987
38.6779,-121.774,1988
35.222,-101.8313,1989
38.3396,-122.7011,1990
40.2473,-75.2438,1991
41.1015,-80.7643,1992
34.7049,-81.2143,1993
37.2872,-121.95,1994
41.8787,-71.3826,1995
33.7475,-116.972,1996
32.3643,-88.7037,1997
37.345,-108.2893,1998
43.0734,-75.2877,1999
27.7458,-81.5306,2000
34.1968,-119.1793,2001
42.693600000000004,-72.456,2002
42.1398,-71.5162,2003
44.8512,-123.1867,2004
39.4719,-82.7374,2005
34.1116,-82.8686,2006
33.1132,-90.0531,2007
45.8202,-88.066,2008
57.7885,-152.4053,2009
47.4444,-122.2986,2010
34.3504,-119.0666,2011
30.4116,-88.5345,2012
34.1458,-118.8056,2013
40.4129,-74.3073,2014
33.6058,-114.731,2015
47.1266,-88.5815,2016
40.1997,-76.7304,2017
39.3587,-77.8431,2018
46.4166,-117.0177,2019
37.6774,-113.0618,2020
44.5233,-109.0572,2021
42.0306,-97.4264,2022
41.0017,-79.3314,2023
38.9344,-74.9208,2024
38.6995,-121.2875,2025
37.7799,-121.978,2026
37.9479,-122.0608,2027
35.1216,-120.6213,2028
40.3698,-80.634,2029
45.7106,-122.649,2030
32.1616,-81.904,2031
39.0273,-84.5849,2032
43.426,-73.7124,2033
41.1404,-104.8202,2034
30.6168,-89.6525,2035
32.3385,-90.0925,2036
41.2426,-82.6157,2037
37.9341,-122.5353,2038
28.8527,-81.6853,2039
37.6657,-82.7716,2040
41.8739,-88.0158,2041
30.9835,-91.8001,2042
30.2821,-82.1233,2043
29.8378,-91.5444,2044
33.937,-97.1167,2045
40.7409,-74.3837,2046
44.7521,-108.7558,2047
42.0667,-104.1825,2048
41.8051,-80.9479,2049
33.9299,-118.2153,2050
40.3374,-74.2695,2051
34.5185,-86.8858,2052
41.4335,-79.7048,2053
30.6744,-96.37,2054
40.4272,-78.3889,2055
41.2845,-84.3558,2056
44.3125,-94.4605,2057
34.3991,-119.5182,2058
33.7207,-116.2168,2059
30.4943,-92.4176,2060
37.9901,-84.1797,2061
46.367,-104.2847,2062
37.7935,-79.994,2063
45.6177,-123.1132,2064
36.586,-79.395,2065
38.8906,-90.1843,2066
42.7083,-71.1599,2067
44.3495,-70.0686,2068
42.6839,-82.7384,2069
30.3767,-89.3683,2070
40.5123,-74.8593,2071
31.8721,-81.61,2072
32.068,-82.9007,2073
34.068600000000004,-117.9389,2074
29.793,-82.4958,2075
35.9273,-89.919,2076
26.5318,-80.0905,2077
32.876,-111.7558,2078
35.1595,-84.8766,2079
30.6182,-87.753,2080
41.0503,-71.9507,2081
31.7607,-93.0863,2082
29.1383,-80.9956,2083
28.6619,-81.5095,2084
37.4949,-94.2768,2085
43.875,-85.5101,2086
47.5962,-120.6614,2087
37.1765,-94.3102,2088
38.5923,-89.911,2089
38.6446,-121.2721,2090
26.2709,-80.2661,2091
37.9311,-121.6966,2092
33.8165,-118.0373,2093
