latitude,longitude,city,state,county,zip_code,fips_code
29.7335,-95.2302,Galena Park,TX,Harris County,77547,48201
33.6637,-117.9937,Huntington Beach,CA,Orange County,92648,06059
42.7736,-73.7006,Cohoes,NY,Albany County,12047,36001
35.1085,-77.0441,New Bern,NC,Craven County,28560,37049
46.8739,-96.7695,Moorhead,MN,Clay County,56560,27027
46.9222,-95.0586,Park Rapids,MN,Hubbard County,56470,27005
34.2284,-92.0032,Pine Bluff,AR,Jefferson County,71601,05069
42.3876,-71.0995,Somerville,MA,Middlesex County,02143,25017
31.15,-81.4915,Brunswick,GA,Glynn County,31520,13127
38.5539,-121.7381,Davis,CA,Yolo County,95616,06095
41.7413,-71.3079,Barrington,RI,Bristol County,02806,44001
35.6127,-77.3664,Greenville,NC,Pitt County,27858,37147
47.4736,-94.8803,Bemidji,MN,Beltrami County,56601,27007
40.9148,-74.3837,Montville,NJ,Morris County,07045,34027
41.6488,-73.7639,Lagrangeville,NY,Dutchess County,12540,36027
36.9976,-79.892,Rocky Mount,VA,Franklin County,24151,51067
38.8164,-76.7533,Upper Marlboro,MD,Prince George's County,20772,24033
32.981,-80.0326,Goose Creek,SC,Berkeley County,29445,45015
42.9723,-85.9537,Allendale,MI,Ottawa County,49401,26139
41.189,-73.7831,Chappaqua,NY,Westchester County,10514,36119
37.9735,-122.5312,San Rafael,CA,Marin County,94901,06041
35.7895,-83.9738,Alcoa,TN,Blount County,37701,47009
40.8107,-73.6285,Greenvale,NY,Nassau County,11548,36059
30.2455,-85.6483,Lynn Haven,FL,Bay County,32444,12005
64.8377,-147.7163,Fairbanks,AK,Fairbanks North Star Borough,99701,02090
42.8126,-70.8773,Newburyport,MA,Essex County,01950,25009
41.137,-77.4469,Lock Haven,PA,Clinton County,17745,42035
45.0006,-123.0219,Keizer,OR,Marion County,97303,41047
21.4024,-157.7405,Kailua,HI,Honolulu County,96734,15003
43.1977,-70.8739,Dover,NH,Strafford County,03820,33017
36.7151,-79.9153,Collinsville,VA,Henry County,24078,51089
41.6771,-71.2662,Bristol,RI,Bristol County,02809,44001
38.3355,-75.084,Ocean City,MD,Worcester County,21842,24047
31.0589,-97.4633,Belton,TX,Bell County,76513,48027
32.5007,-94.7405,Longview,TX,Gregg County,75601,48183
32.4488,-81.7832,Statesboro,GA,Bulloch County,30458,13031
45.6721,-118.7886,Pendleton,OR,Umatilla County,97801,41059
40.4418,-75.3416,Quakertown,PA,Bucks County,18951,42017
47.9929,-122.4175,Clinton,WA,Island County,98236,53029
42.7317,-73.6925,Troy,NY,Rensselaer County,12180,36083
33.7467,-117.8739,Santa Ana,CA,Orange County,92701,06059
45.7096,-122.7073,Vancouver,WA,Clark County,98685,53011
40.7967,-74.4815,Morristown,NJ,Morris County,07960,34027
32.3513,-95.3011,Tyler,TX,Smith County,75702,48423
26.7084,-80.2306,Royal Palm Beach,FL,Palm Beach County,33411,12099
41.486,-73.0509,Naugatuck,CT,New Haven County,06770,09009
42.5673,-79.1126,Irving,NY,Chautauqua County,14081,36009
47.0527,-95.2175,Park Rapids,MN,Becker County,56470,27005
37.9358,-122.3478,Richmond,CA,Contra Costa County,94801,06013
38.6785,-121.2257,Orangevale,CA,Sacramento County,95662,06067
37.9323,-87.895,Mount Vernon,IN,Posey County,47620,18129
42.9981,-78.1875,Batavia,NY,Genesee County,14020,36037
45.0725,-93.4558,Maple Grove,MN,Hennepin County,55311,27053
42.2223,-83.3966,Romulus,MI,Wayne County,48174,26163
36.5332,-82.3268,Blountville,TN,Sullivan County,37617,47163
31.6941,-89.1306,Laurel,MS,Jones County,39440,28067
41.8347,-86.2472,Niles,MI,Berrien County,49120,26021
40.8859,-74.0435,Hackensack,NJ,Bergen County,07601,34003
42.9034,-78.7548,Buffalo,NY,Erie County,14227,36029
33.9908,-118.46,Venice,CA,Los Angeles County,90291,06037
40.9884,-73.8104,Scarsdale,NY,Westchester County,10583,36119
47.4341,-95.098,Solway,MN,Beltrami County,56678,27007
32.3493,-90.4601,Bolton,MS,Hinds County,39041,28049
34.2676,-86.2089,Albertville,AL,Marshall County,35950,01095
40.5011,-79.8392,Verona,PA,Allegheny County,15147,42003
40.8584,-74.1638,Clifton,NJ,Passaic County,07013,34031
40.8976,-74.0159,Teaneck,NJ,Bergen County,07666,34003
40.8579,-74.426,Parsippany,NJ,Morris County,07054,34027
33.8889,-118.4053,Manhattan Beach,CA,Los Angeles County,90266,06037
47.1842,-95.9394,Waubun,MN,Mahnomen County,56589,27005
41.0177,-76.8531,Milton,PA,Northumberland County,17847,42093
47.4234,-120.3103,Wenatchee,WA,Chelan County,98801,53007
42.5295,-83.7802,Brighton,MI,Livingston County,48116,26093
43.1726,-79.0359,Lewiston,NY,Niagara County,14092,36063
34.7745,-96.6783,Ada,OK,Pontotoc County,74820,40123
37.8028,-121.2208,Manteca,CA,San Joaquin County,95336,06077
42.5319,-75.5217,Norwich,NY,Chenango County,13815,36017
38.7135,-77.7953,Warrenton,VA,Fauquier County,20186,51047
41.3684,-82.1077,Elyria,OH,Lorain County,44035,39093
37.5585,-122.271,Foster City,CA,San Mateo County,94404,06081
42.5003,-90.6652,Dubuque,IA,Dubuque County,52001,19061
39.3995,-84.5613,Hamilton,OH,Butler County,45011,39017
34.1393,-118.0373,Arcadia,CA,Los Angeles County,91007,06037
31.0702,-81.4227,Jekyll Island,GA,Glynn County,31527,13127
38.0971,-121.3879,Lodi,CA,San Joaquin County,95242,06077
42.2945,-79.0998,South Dayton,NY,Chautauqua County,14138,36009
42.5689,-83.3836,West Bloomfield,MI,Oakland County,48323,26125
35.7079,-79.8136,Altamahaw,NC,Randolph County,27202,37001
38.6244,-90.1509,East Saint Louis,IL,St. Clair County,62201,17119
31.258,-95.9783,Centerville,TX,Leon County,75833,48289
34.2284,-118.2391,La Crescenta,CA,Los Angeles County,91214,06037
41.1339,-81.4846,Cuyahoga Falls,OH,Summit County,44221,39153
42.8509,-72.5579,Brattleboro,VT,Windham County,05301,50025
41.7109,-72.2117,Willimantic,CT,Windham County,06226,09013
33.629,-91.791,Monticello,AR,Drew County,71655,05043
41.45,-80.5164,Jamestown,PA,Mercer County,16134,42039
42.4804,-83.1669,Huntington Woods,MI,Oakland County,48070,26125
39.263,-74.599,Ocean City,NJ,Cape May County,08226,34009
32.9656,-96.7158,Richardson,TX,Dallas County,75081,48113
42.5192,-92.5251,Cedar Falls,IA,Black Hawk County,50613,19013
33.2098,-87.5692,Tuscaloosa,AL,Tuscaloosa County,35401,01125
47.3073,-122.2285,Auburn,WA,King County,98002,53033
35.5497,-120.706,Templeton,CA,San Luis Obispo County,93465,06079
47.9789,-122.202,Everett,WA,Snohomish County,98201,53061
45.3733,-84.9553,Petoskey,MI,Emmet County,49770,26029
42.5483,-70.8785,Beverly,MA,Essex County,01915,25009
41.3839,-72.9026,Hamden,CT,New Haven County,06518,09009
28.2666,-80.7291,Melbourne,FL,Brevard County,32940,12009
34.9854,-80.5495,Monroe,NC,Union County,28112,37179
39.0384,-80.4673,Weston,WV,Lewis County,26452,54041
37.3196,-80.639,Pembroke,VA,Giles County,24136,51071
38.934,-76.8966,Hyattsville,MD,Prince George's County,20784,24033
48.1957,-114.3129,Kalispell,MT,Flathead County,59901,30029
33.5162,-90.1795,Greenwood,MS,Leflore County,38930,28015
47.6104,-122.2007,Bellevue,WA,King County,98004,53033
26.9342,-80.0942,Jupiter,FL,Palm Beach County,33458,12085
34.2169,-119.037,Camarillo,CA,Ventura County,93010,06111
39.7425,-105.5136,Idaho Springs,CO,Clear Creek County,80452,08019
28.3578,-80.6847,Merritt Island,FL,Brevard County,32952,12009
32.768,-117.0278,LA Mesa,CA,San Diego County,91942,06073
45.8404,-119.2894,Hermiston,OR,Umatilla County,97838,41049
41.4815,-73.2132,Southbury,CT,New Haven County,06488,09009
30.7452,-88.0897,Mobile,AL,Mobile County,36610,01097
33.701,-84.1722,Lithonia,GA,Dekalb County,30038,13089
47.8106,-122.3773,Edmonds,WA,Snohomish County,98020,53061
42.8271,-75.5446,Hamilton,NY,Madison County,13346,36053
40.799,-81.3785,Canton,OH,Stark County,44702,39151
38.7907,-121.2358,Rocklin,CA,Placer County,95677,06061
40.8534,-73.4115,Huntington Station,NY,Suffolk County,11746,36103
33.2076,-92.6663,El Dorado,AR,Union County,71730,05139
41.5276,-90.5074,Bettendorf,IA,Scott County,52722,19163
40.9465,-124.1006,McKinleyville,CA,Humboldt County,95519,06023
30.0474,-99.1406,Kerrville,TX,Kerr County,78028,48019
42.9639,-78.7378,Williamsville,NY,Erie County,14221,36029
27.5215,-82.5275,Ellenton,FL,Manatee County,34222,12081
48.7248,-122.6878,Lummi Island,WA,Whatcom County,98262,53073
37.3343,-79.5231,Bedford,VA,Bedford County,24523,51019
34.7698,-84.9702,Dalton,GA,Whitfield County,30720,13313
39.1498,-123.208,Ukiah,CA,Mendocino County,95482,06045
40.623,-73.7244,Cedarhurst,NY,Nassau County,11516,36059
40.9115,-73.7824,New Rochelle,NY,Westchester County,10801,36119
32.7666,-96.5995,Mesquite,TX,Dallas County,75149,48113
42.2248,-121.7816,Klamath Falls,OR,Klamath County,97601,41035
42.2103,-83.7241,Ann Arbor,MI,Washtenaw County,48108,26161
25.8195,-80.3553,Doral,FL,Miami-Dade County,33178,12086
40.7472,-73.6381,Mineola,NY,Nassau County,11501,36059
45.8164,-122.742,Ridgefield,WA,Clark County,98642,53011
47.3809,-122.2348,Kent,WA,King County,98032,53033
37.6305,-122.4111,San Bruno,CA,San Mateo County,94066,06081
29.3105,-100.4181,Brackettville,TX,Kinney County,78832,48271
41.7759,-72.5215,Manchester,CT,Hartford County,06040,09003
41.7659,-72.6451,East Hartford,CT,Hartford County,06108,09003
41.2112,-80.497,Farrell,PA,Mercer County,16121,42085
37.3792,-122.116,Los Altos,CA,Santa Clara County,94022,06085
38.0685,-78.8895,Waynesboro,VA,Waynesboro City,22980,51015
41.414,-73.3035,Newtown,CT,Fairfield County,06470,09001
40.7268,-73.6343,Garden City,NY,Nassau County,11530,36059
42.3251,-72.6412,Northampton,MA,Hampshire County,01060,25015
41.103,-72.3797,Greenport,NY,Suffolk County,11944,36103
41.2021,-73.3793,Weston,CT,Fairfield County,06883,09001
34.6392,-120.4579,Lompoc,CA,Santa Barbara County,93436,06083
40.6953,-80.3048,Beaver,PA,Beaver County,15009,42007
41.2148,-79.3853,Clarion,PA,Clarion County,16214,42031
39.9937,-75.2718,Wynnewood,PA,Montgomery County,19096,42045
41.3206,-73.089,Derby,CT,New Haven County,06418,09009
41.0037,-80.347,New Castle,PA,Lawrence County,16101,42073
40.1299,-75.5152,Phoenixville,PA,Chester County,19460,42029
34.2171,-118.4739,Van Nuys,CA,Los Angeles County,91406,06037
37.2707,-76.7075,Williamsburg,VA,Williamsburg City,23185,51036
40.1013,-75.383,King of Prussia,PA,Montgomery County,19406,42091
35.2226,-97.4395,Norman,OK,Cleveland County,73069,40027
42.6403,-84.5154,Holt,MI,Ingham County,48842,26045
44.5623,-72.5987,Morrisville,VT,Lamoille County,05661,50015
45.5817,-122.3484,Washougal,WA,Clark County,98671,53011
40.9167,-74.1718,Paterson,NJ,Passaic County,07505,34031
41.8096,-72.8305,Avon,CT,Hartford County,06001,09003
42.9753,-72.5217,Putney,VT,Windham County,05346,50025
42.5257,-71.0953,Reading,MA,Middlesex County,01867,25017
42.337,-71.2116,Newton Center,MA,Middlesex County,02459,25017
42.4668,-70.9495,Lynn,MA,Essex County,01902,25009
46.1377,-122.936,Longview,WA,Cowlitz County,98632,53015
40.8052,-81.9365,Wooster,OH,Wayne County,44691,39169
35.7565,-83.9705,Maryville,TN,Blount County,37804,47009
41.0534,-73.5387,Stamford,CT,Fairfield County,06901,09001
41.0193,-73.7983,Hartsdale,NY,Westchester County,10530,36119
42.9273,-83.6302,Grand Blanc,MI,Genesee County,48439,26049
40.0832,-74.0682,Point Pleasant Boro,NJ,Ocean County,08742,34029
46.7758,-94.893,Menahga,MN,Wadena County,56464,27005
39.0786,-84.3227,Cincinnati,OH,Hamilton County,45255,39025
42.633,-88.6438,Delavan,WI,Walworth County,53115,55127
38.9831,-94.6708,Overland Park,KS,Johnson County,66204,20091
41.3198,-81.6268,Brecksville,OH,Cuyahoga County,44141,39035
25.9821,-80.1512,Hallandale Beach,FL,Broward County,33009,12011
39.7393,-75.598,Wilmington,DE,New Castle County,19805,10003
40.7867,-73.7278,Great Neck,NY,Nassau County,11021,36059
42.0323,-87.7421,Skokie,IL,Cook County,60076,17031
39.0845,-77.1528,Rockville,MD,Montgomery County,20850,24031
34.1706,-118.8376,Thousand Oaks,CA,Ventura County,91362,06037
41.5729,-72.6407,Portland,CT,Middlesex County,06480,09007
41.6303,-87.8525,Orland Park,IL,Cook County,60462,17031
37.4241,-122.1661,Stanford,CA,Santa Clara County,94305,06085
31.5748,-111.3323,Arivaca,AZ,Pima County,85601,04019
41.8661,-88.1069,Wheaton,IL,Dupage County,60187,17043
45.0267,-93.3331,Minneapolis,MN,Hennepin County,55422,27053
43.683,-114.361,Ketchum,ID,Blaine County,83340,16013
34.499,-82.0143,Laurens,SC,Laurens County,29360,45059
40.5216,-74.2722,Perth Amboy,NJ,Middlesex County,08861,34023
39.7596,-121.6219,Paradise,CA,Butte County,95969,06007
41.2429,-73.2007,Trumbull,CT,Fairfield County,06611,09001
41.0141,-73.8743,Dobbs Ferry,NY,Westchester County,10522,36119
34.1243,-83.2213,Danielsville,GA,Madison County,30633,13119
47.9316,-122.0959,Snohomish,WA,Snohomish County,98290,53061
40.6168,-111.814,Salt Lake City,UT,Salt Lake County,84121,49035
34.1028,-118.0997,San Gabriel,CA,Los Angeles County,91776,06037
29.4439,-96.9411,Hallettsville,TX,Lavaca County,77964,48285
42.0856,-76.0536,Vestal,NY,Broome County,13850,36007
35.5182,-83.0976,Maggie Valley,NC,Haywood County,28751,37087
40.7047,-73.375,Lindenhurst,NY,Suffolk County,11757,36103
33.5387,-112.186,Glendale,AZ,Maricopa County,85301,04013
35.4894,-120.6707,Atascadero,CA,San Luis Obispo County,93422,06079
35.6709,-80.4742,Salisbury,NC,Rowan County,28144,37159
38.3658,-75.5933,Salisbury,MD,Wicomico County,21804,24045
42.7523,-76.8336,Romulus,NY,Seneca County,14541,36099
40.7177,-74.0414,Jersey City,NJ,Hudson County,07302,34017
42.4733,-83.2219,Southfield,MI,Oakland County,48075,26125
33.5314,-117.7692,Laguna Beach,CA,Orange County,92651,06059
33.4151,-111.8314,Mesa,AZ,Maricopa County,85201,04013
43.2129,-75.4557,Rome,NY,Oneida County,13440,36065
40.2333,-104.9986,Mead,CO,Weld County,80542,08123
40.4862,-74.4518,New Brunswick,NJ,Middlesex County,08901,34023
41.5834,-87.5,Hammond,IN,Lake County,46324,18089
33.9935,-81.074,West Columbia,SC,Lexington County,29169,45063
41.034,-73.7629,White Plains,NY,Westchester County,10601,36119
37.4538,-122.1821,Menlo Park,CA,San Mateo County,94025,06081
40.7812,-73.2462,Brentwood,NY,Suffolk County,11717,36103
34.2368,-84.4908,Canton,GA,Cherokee County,30114,13057
44.6995,-73.4529,Plattsburgh,NY,Clinton County,12901,36019
36.2081,-86.2911,Lebanon,TN,Wilson County,37087,47159
26.3587,-80.0831,Boca Raton,FL,Palm Beach County,33432,12011
44.3668,-100.3542,Pierre,SD,Hughes County,57501,46065
31.5945,-83.2513,Ocilla,GA,Irwin County,31774,13155
41.6528,-70.2828,Hyannis,MA,Barnstable County,02601,25001
33.9796,-118.4583,Marina Del Rey,CA,Los Angeles County,90292,06037
33.9169,-118.255,Los Angeles,CA,Los Angeles County,90059,06037
33.9472,-118.0853,Santa Fe Springs,CA,Los Angeles County,90670,06037
41.3554,-72.1,New London,CT,New London County,06320,09011
28.8028,-81.2697,Sanford,FL,Seminole County,32771,12117
36.1993,-86.5206,Mount Juliet,TN,Wilson County,37122,47037
39.646,-121.8001,Durham,CA,Butte County,95938,06007
36.6103,-88.3147,Murray,KY,Calloway County,42071,21035
40.7307,-74.2731,Maplewood,NJ,Essex County,07040,34013
43.0193,-78.8866,Tonawanda,NY,Erie County,14150,36029
29.9747,-92.1343,Abbeville,LA,Vermilion Parish,70510,22113
32.4379,-111.3154,Marana,AZ,Pima County,85653,04019
20.8743,-156.6766,Lahaina,HI,Maui County,96761,15009
44.3236,-93.958,Saint Peter,MN,Nicollet County,56082,27079
38.4406,-122.7207,Santa Rosa,CA,Sonoma County,95401,06097
29.4669,-81.2568,Bunnell,FL,Flagler County,32110,12035
43.8735,-116.4993,Emmett,ID,Gem County,83617,16045
43.6724,-111.915,Rigby,ID,Jefferson County,83442,16019
37.4946,-120.8465,Turlock,CA,Stanislaus County,95380,06047
40.9478,-90.3712,Galesburg,IL,Knox County,61401,17095
30.4394,-97.62,Pflugerville,TX,Travis County,78660,48453
35.4887,-82.9887,Waynesville,NC,Haywood County,28786,37087
45.4312,-122.7714,Portland,OR,Washington County,97223,41067
42.1514,-87.9598,Wheeling,IL,Cook County,60090,17031
38.7627,-93.7359,Warrensburg,MO,Johnson County,64093,29101
43.2362,-88.0499,Mequon,WI,Ozaukee County,53097,55089
45.531,-122.3922,Troutdale,OR,Multnomah County,97060,41051
30.0432,-90.6673,Edgard,LA,St. John The Baptist Parish,70049,22095
40.6837,-73.5101,Wantagh,NY,Nassau County,11793,36059
39.4587,-82.2318,Nelsonville,OH,Athens County,45764,39009
38.5664,-76.0769,Cambridge,MD,Dorchester County,21613,24019
20.0232,-155.6706,Kamuela,HI,Hawaii County,96743,15001
36.5882,-82.1833,Bristol,TN,Sullivan County,37620,47163
19.6402,-155.9991,Kailua Kona,HI,Hawaii County,96740,15001
28.0353,-82.3893,Temple Terrace,FL,Hillsborough County,33617,12057
41.6821,-69.9598,Chatham,MA,Barnstable County,02633,25001
44.2626,-72.5806,Montpelier,VT,Washington County,05602,50023
29.5822,-95.7608,Richmond,TX,Fort Bend County,77469,48157
44.3275,-73.1075,Hinesburg,VT,Chittenden County,05461,50001
40.8626,-76.7944,Sunbury,PA,Northumberland County,17801,42097
41.1239,-100.7654,North Platte,NE,Lincoln County,69101,31111
37.5596,-90.2945,Fredericktown,MO,Madison County,63645,29123
41.4445,-81.9919,Avon,OH,Lorain County,44011,39093
29.8549,-89.9906,Belle Chasse,LA,Plaquemines Parish,70037,22075
42.2575,-87.8395,Lake Forest,IL,Lake County,60045,17097
37.0842,-94.5136,Joplin,MO,Jasper County,64801,29097
42.2529,-71.0023,Quincy,MA,Norfolk County,02169,25021
42.1275,-87.829,Northbrook,IL,Cook County,60062,17031
38.789,-81.1276,Arnoldsburg,WV,Calhoun County,25234,54013
41.9584,-70.6673,Plymouth,MA,Plymouth County,02360,25001
29.7355,-94.9774,Baytown,TX,Harris County,77520,48071
33.9237,-84.8408,Dallas,GA,Paulding County,30132,13223
33.865,-84.3371,Brookhaven,GA,Dekalb County,30319,13089
44.0979,-70.2312,Auburn,ME,Androscoggin County,04210,23001
41.7402,-87.8067,Bridgeview,IL,Cook County,60455,17031
41.4822,-81.5039,Beachwood,OH,Cuyahoga County,44122,39035
39.6068,-75.8333,Elkton,MD,Cecil County,21921,24015
41.7621,-72.742,West Hartford,CT,Hartford County,06107,09003
39.2967,-80.2514,Bridgeport,WV,Harrison County,26330,54033
30.6604,-93.8926,Kirbyville,TX,Jasper County,75956,48241
33.9181,-118.402,El Segundo,CA,Los Angeles County,90245,06037
37.759,-77.4799,Ashland,VA,Hanover County,23005,51085
26.0523,-80.1439,Dania,FL,Broward County,33004,12011
27.8925,-81.8397,Bartow,FL,Polk County,33830,12105
33.8022,-118.0644,Los Alamitos,CA,Orange County,90720,06059
31.3465,-109.5453,Douglas,AZ,Cochise County,85607,04003
40.0455,-75.3587,Wayne,PA,Delaware County,19087,42029
39.7043,-74.2633,Manahawkin,NJ,Ocean County,08050,34029
34.166,-81.3498,Chapin,SC,Lexington County,29036,45063
41.6398,-81.4065,Willoughby,OH,Lake County,44094,39085
33.8664,-118.3997,Hermosa Beach,CA,Los Angeles County,90254,06037
30.396,-88.8853,Biloxi,MS,Harrison County,39530,28047
41.385,-72.4357,Deep River,CT,Middlesex County,06417,09007
33.9204,-80.3415,Sumter,SC,Sumter County,29150,45085
34.1349,-79.9398,Timmonsville,SC,Florence County,29161,45031
40.2204,-74.0121,Asbury Park,NJ,Monmouth County,07712,34025
43.0281,-73.3812,Cambridge,NY,Washington County,12816,36115
38.9907,-77.0261,Silver Spring,MD,Montgomery County,20910,24031
39.6248,-78.2247,Berkeley Springs,WV,Morgan County,25411,54037
32.4074,-87.0211,Selma,AL,Dallas County,36703,01001
41.1177,-73.4082,Norwalk,CT,Fairfield County,06851,09001
41.2043,-73.6437,Bedford,NY,Westchester County,10506,36119
40.0684,-82.5205,Granville,OH,Licking County,43023,39089
28.9341,-81.9599,Lady Lake,FL,Sumter County,32159,12069
39.9682,-75.5727,Coatesville,PA,Chester County,19320,42029
42.1167,-86.4531,Benton Harbor,MI,Berrien County,49022,26021
39.9205,-105.0867,Broomfield,CO,Broomfield County,80020,08001
40.7979,-73.6996,Manhasset,NY,Nassau County,11030,36059
40.884,-74.5621,Dover,NJ,Morris County,07801,34027
42.3614,-71.3615,Wayland,MA,Middlesex County,01778,25017
41.4476,-71.5247,Wakefield,RI,Washington County,02879,44009
38.8851,-76.9158,Capitol Heights,MD,Prince George's County,20743,24033
40.2415,-75.2838,Lansdale,PA,Montgomery County,19446,42091
33.1104,-92.3566,Strong,AR,Union County,71765,05139
33.7092,-117.9537,Fountain Valley,CA,Orange County,92708,06059
28.6277,-81.3631,Maitland,FL,Orange County,32751,12095
42.2287,-71.5226,Hopkinton,MA,Middlesex County,01748,25017
36.0331,-86.7828,Brentwood,TN,Williamson County,37027,47037
45.8261,-92.9685,Pine City,MN,Pine County,55063,27115
31.2232,-85.3905,Dothan,AL,Houston County,36301,01061
42.2139,-70.9941,Braintree,MA,Norfolk County,02184,25021
41.844,-79.145,Warren,PA,Warren County,16365,42123
34.5384,-112.4686,Prescott,AZ,Yavapai County,86303,04025
35.6805,-109.0525,Window Rock,AZ,Apache County,86515,04001
32.6925,-114.6279,Yuma,AZ,Yuma County,85364,04027
41.1583,-81.6367,Akron,OH,Summit County,44333,39103
45.7325,-107.612,Hardin,MT,Big Horn County,59034,30003
46.8088,-100.7825,Bismarck,ND,Burleigh County,58501,38015
30.0799,-95.4172,Spring,TX,Harris County,77373,48201
44.9369,-91.3929,Chippewa Falls,WI,Chippewa County,54729,55017
29.3014,-94.7977,Galveston,TX,Galveston County,77550,48167
43.0648,-124.1389,Myrtle Point,OR,Coos County,97458,41011
45.5719,-88.9029,Crandon,WI,Forest County,54520,55041
26.6359,-80.0962,Palm Springs,FL,Palm Beach County,33461,12099
34.2465,-80.607,Camden,SC,Kershaw County,29020,45055
41.5532,-70.6086,Falmouth,MA,Barnstable County,02540,25001
38.4732,-77.9967,Culpeper,VA,Culpeper County,22701,51047
41.3948,-73.454,Danbury,CT,Fairfield County,06810,09001
42.8006,-71.3042,Windham,NH,Rockingham County,03087,33015
37.3429,-77.9806,Amelia Court House,VA,Amelia County,23002,51007
40.5637,-122.2388,Palo Cedro,CA,Shasta County,96073,06089
43.1865,-77.8039,Spencerport,NY,Monroe County,14559,36055
39.8968,-76.1632,Quarryville,PA,Lancaster County,17566,42071
30.0035,-91.8187,New Iberia,LA,Iberia Parish,70560,22045
44.3836,-89.8174,Wisconsin Rapids,WI,Wood County,54494,55001
33.9164,-118.3525,Hawthorne,CA,Los Angeles County,90250,06037
33.993,-117.9686,Hacienda Heights,CA,Los Angeles County,91745,06037
38.4193,-82.4452,Huntington,WV,Cabell County,25701,54011
44.4376,-73.0682,Williston,VT,Chittenden County,05495,50007
41.5734,-87.7845,Tinley Park,IL,Cook County,60477,17031
32.9857,-80.1098,Ladson,SC,Charleston County,29456,45015
41.1796,-73.1912,Bridgeport,CT,Fairfield County,06604,09001
28.6121,-80.8081,Titusville,FL,Brevard County,32796,12009
28.3853,-80.7476,Cocoa,FL,Brevard County,32922,12009
45.0689,-93.3178,Minneapolis,MN,Hennepin County,55430,27053
42.6972,-74.9269,Cooperstown,NY,Otsego County,13326,36077
38.9339,-77.1773,Mc Lean,VA,Fairfax County,22101,51013
35.9399,-77.7991,Rocky Mount,NC,Nash County,27804,37127
32.4367,-111.2253,Marana,AZ,Pima County,85653,04019
42.3959,-71.1787,Belmont,MA,Middlesex County,02478,25017
25.8392,-80.2356,Miami,FL,Miami-Dade County,33147,12086
40.9945,-73.8787,Hastings On Hudson,NY,Westchester County,10706,36119
44.3295,-74.1313,Saranac Lake,NY,Franklin County,12983,36031
40.1245,-87.63,Danville,IL,Vermilion County,61832,17183
40.643,-111.2807,Kamas,UT,Summit County,84036,49043
46.3237,-120.0086,Sunnyside,WA,Yakima County,98944,53005
39.6118,-86.1119,Greenwood,IN,Johnson County,46142,18081
41.2724,-72.9503,West Haven,CT,New Haven County,06516,09009
35.1981,-111.6513,Flagstaff,AZ,Coconino County,86001,04005
44.0487,-123.3509,Veneta,OR,Lane County,97487,41039
41.2957,-72.5764,Madison,CT,New Haven County,06443,09009
35.9752,-114.8346,Boulder City,NV,Clark County,89005,32003
38.2973,-122.2868,Napa,CA,Napa County,94559,06055
38.154,-121.3013,Woodbridge,CA,San Joaquin County,95258,06077
43.648,-93.3683,Albert Lea,MN,Freeborn County,56007,27047
44.9591,-89.6301,Wausau,WI,Marathon County,54403,55073
42.3949,-71.0295,Chelsea,MA,Suffolk County,02150,25025
39.2404,-76.8394,Ellicott City,MD,Howard County,21042,24027
33.9611,-118.3553,Inglewood,CA,Los Angeles County,90301,06037
38.5471,-122.8163,Windsor,CA,Sonoma County,95492,06097
36.042,-94.2471,Farmington,AR,Washington County,72730,05143
35.5508,-97.5492,Nichols Hills,OK,Oklahoma County,73116,40109
37.3031,-80.5392,Pembroke,VA,Giles County,24136,51071
40.4258,-86.908,West Lafayette,IN,Tippecanoe County,47906,18157
40.9134,-77.7783,Bellefonte,PA,Centre County,16823,42027
41.1976,-73.1322,Stratford,CT,Fairfield County,06615,09001
42.223,-78.0348,Belmont,NY,Allegany County,14813,36003
40.7557,-73.8831,Jackson Heights,NY,Queens County,11372,36081
44.6287,-74.8138,Potsdam,NY,St. Lawrence County,13676,36089
37.2406,-77.4278,South Chesterfield,VA,Chesterfield County,23803,51041
34.0029,-84.1446,Duluth,GA,Gwinnett County,30096,13135
34.2978,-83.824,Gainesville,GA,Hall County,30501,13139
40.0295,-75.6207,Exton,PA,Chester County,19341,42029
31.1829,-85.2363,Ashford,AL,Houston County,36312,01069
38.0608,-97.9298,Hutchinson,KS,Reno County,67501,20155
45.0564,-92.806,Stillwater,MN,Washington County,55082,27163
41.895,-87.8194,River Forest,IL,Cook County,60305,17031
33.4859,-86.9119,Fairfield,AL,Jefferson County,35064,01073
37.0299,-76.3452,Hampton,VA,Hampton City,23669,51650
33.1976,-96.6153,McKinney,TX,Collin County,75069,48085
41.6565,-76.8533,Canton,PA,Bradford County,17724,42015
43.5901,-70.3345,Scarborough,ME,Cumberland County,04074,23005
43.2165,-123.3417,Roseburg,OR,Douglas County,97470,41019
36.9771,-121.8994,Aptos,CA,Santa Cruz County,95003,06087
45.1736,-93.3016,Minneapolis,MN,Anoka County,55433,27003
19.4427,-155.2339,Volcano,HI,Hawaii County,96785,15001
32.0478,-110.712,Vail,AZ,Pima County,85641,04019
40.7762,-87.7364,Watseka,IL,Iroquois County,60970,17075
40.8298,-75.0777,Belvidere,NJ,Warren County,07823,34041
38.1075,-122.5697,Novato,CA,Marin County,94945,06041
39.0826,-74.8238,Cape May Court House,NJ,Cape May County,08210,34009
42.1236,-71.1786,Sharon,MA,Norfolk County,02067,25021
40.3245,-79.7011,Irwin,PA,Westmoreland County,15642,42003
