latitude,longitude
40.0502,-105.0499
34.0232,-84.3616
38.5827,-90.6627
38.5915,-75.2913
40.4259,-79.8128
34.9248,-80.743
38.9126,-75.4279
32.7575,-94.3447
20.925,-156.6899
30.0856,-95.9902
41.3873,-82.0197
42.9059,-88.139
41.5831,-72.5031
38.8953,-98.861
41.3693,-73.9665
41.6592,-72.3676
38.5581,-91.0121
41.3887,-73.9705
30.488,-90.8615
30.1699,-91.147
33.6796,-84.4394
28.2393,-82.1764
30.4874,-90.9575
30.3504,-89.1528
30.0964,-95.6201
36.6668,-87.4389
37.8354,-97.3744
42.3277,-75.3121
43.8334,-72.634
43.9239,-72.6659
37.6689,-122.0817
43.0891,-83.6944
42.0722,-87.7228
43.0904,-77.5157
29.8849,-97.67
32.5319,-93.5002
42.1417,-71.2495
38.4275,-89.9135
38.4903,-89.7932
41.4767,-75.1782
31.6079,-81.8863
47.5706,-122.222
44.0282,-92.7489
37.4688,-122.141
32.3868,-83.3546
29.8269,-82.5968
42.443600000000004,-88.2365
42.3609,-92.7683
39.7253,-84.1741
40.9634,-76.6127
40.3478,-79.8642
41.7653,-83.6281
41.7323,-70.8226
37.8953,-81.1642
36.5941,-94.7699
42.4561,-83.9463
42.8463,-83.0411
40.6251,-74.3137
40.1559,-76.3063
40.4212,-79.7881
32.9097,-96.1323
48.1809,-122.1383
46.6862,-123.7339
37.999,-86.1694
41.3973,-73.6171
36.9112,-80.3201
28.1133,-81.6181
40.5556,-75.9818
42.8679,-71.4948
29.9841,-90.1529
42.0148,-89.3323
41.6669,-87.7971
40.4345,-84.9778
40.3842,-74.5331
41.6617,-70.815
37.5887,-77.5593
42.8031,-83.0134
42.0029,-71.5148
45.3328,-93.7361
38.7935,-77.2717
41.97,-71.6978
39.7628,-86.3997
45.3848,-122.7719
39.2351,-84.3841
36.1034,-84.1319
29.8481,-94.8909
38.0803,-89.382
35.0816,-92.2081
43.0483,-75.3782
39.8434,-86.3978
35.3111,-120.8324
41.2456,-89.9248
40.5134,-79.9249
41.3042,-82.9752
41.5353,-87.4239
48.3883,-115.556
37.4801,-86.2939
42.414,-71.6793
42.3461,-71.5485
31.5091,-87.8944
40.8404,-74.0907
37.6439,-98.7376
44.6351,-72.3719
41.534,-73.3655
41.6669,-72.6383
40.0178,-79.5894
39.9001,-79.7164
44.3633,-98.2143
38.7726,-77.221
43.0991,-73.5773
47.5075,-122.3492
40.6776,-73.6742
41.3753,-74.6915
42.1239,-71.1145
39.2145,-122.0128
32.2838,-83.4721
47.2944,-91.2574
35.4359,-97.0914
37.6743,-82.2774
36.4035,-76.753
37.574,-85.74
38.3184,-76.4541
40.2503,-103.8
33.9516,-98.6698
41.8027,-87.8998
32.9831,-97.1756
37.2653,-97.3717
38.7141,-77.1008
42.0734,-72.0343
41.8358,-96.467
44.3879,-68.7998
35.9082,-75.6757
33.4104,-111.7298
42.6429,-95.202
40.6961,-73.6504
28.0186,-82.1129
35.5329,-90.4207
27.7125,-82.2983
36.077,-87.3878
41.3541,-72.3958
35.3395,-97.4867
44.4057,-70.7903
38.7273,-90.3832
41.7673,-75.0563
27.4953,-82.7109
40.429,-74.1651
39.2014,-76.7493
42.1888,-120.3458
39.1134,-75.5418
36.8222,-107.9929
33.994,-96.3708
37.7867,-120.82
41.1014,-81.4418
39.1731,-77.2716
39.2387,-77.2816
36.8818,-82.7471
39.9648,-74.3732
37.674,-80.8893
41.512,-82.9377
39.4697,-76.8319
33.961,-116.5028
36.7125,-97.0725
41.4995,-71.6602
27.7484,-82.7034
33.8137,-85.7614
41.5039,-87.7131
37.5456,-97.2689
33.0207,-117.2791
42.5354,-72.5349
41.4333,-96.4981
40.8165,-79.522
42.0593,-93.8797
35.4313,-83.4494
43.3729,-72.3379
39.4184,-92.4382
38.0951,-76.8275
41.3456,-88.8426
39.6092,-85.4464
41.674,-73.0732
44.2255,-74.4624
35.7213,-77.9155
41.122,-74.5804
40.0594,-106.3856
40.8678,-74.0312
39.4728,-118.7789
39.6333,-105.3172
43.1117,-88.4993
39.9152,-75.0713
38.6412,-83.7444
44.8609,-92.6227
43.0892,-87.8876
40.1023,-75.2745
37.9483,-91.7725
37.3662,-81.1026
37.0946,-81.8018
34.4943,-89.0078
38.3553,-87.5675
42.8336,-88.7323
42.2603,-72.2425
41.9946,-73.8772
33.5786,-84.34
38.5562,-86.4683
41.4501,-71.4495
41.6267,-72.7753
39.9956,-82.8113
41.8433,-73.3294
41.9412,-72.7273
39.0922,-94.4161
42.0645,-72.5144
40.6595,-73.0902
42.4051,-71.0528
34.1436,-118.6436
40.9484,-74.1625
36.1584,-81.1474
38.212,-85.2236
44.4957,-69.9769
43.8856,-70.3317
44.7151,-67.4614
44.2387,-70.0356
44.6714,-103.8522
47.8405,-120.0153
42.5278,-72.794
42.7518,-72.0094
36.3353,-92.3852
37.2515,-122.3828
39.4492,-75.7157
27.0266,-80.4815
30.4019,-86.8715
39.1367,-77.7147
46.4547,-90.171
40.8809,-88.6298
41.892,-88.4719
38.7292,-89.8832
40.6649,-73.0704
41.8795,-87.8424
45.1161,-92.5368
40.2645,-75.804
40.2229,-85.7792
41.5749,-87.239
42.7937,-96.1665
41.7248,-73.477
37.5985,-122.3871
42.0656,-71.2498
42.4314,-71.451
39.0992,-76.8483
39.0125,-84.6046
41.946,-86.3377
33.8095,-84.2396
43.0343,-83.5178
47.1323,-119.2744
34.2746,-81.6187
37.4099,-76.5266
38.9991,-93.9535
41.0029,-74.0393
40.6687,-74.1143
40.0697,-74.127
30.082,-81.5469
40.3272,-74.4462
40.3282,-74.7911
42.7798,-73.8457
39.7939,-77.7271
40.3716,-75.2934
33.3208,-96.7854
32.7099,-97.0189
37.3571,-78.8253
40.6971,-75.1889
47.9445,-122.3029
26.0727,-97.4755
39.3673,-76.7952
34.9943,-81.242
42.8674,-72.8746
42.0792,-70.9409
27.9362,-82.2865
33.0157,-96.5499
41.2956,-73.8081
37.7237,-89.8614
36.8453,-86.887200000000007
30.3585,-103.6612
38.3119,-85.7672
29.1694,-95.4319
60.5432,-145.7586
35.6818,-80.4326
38.9404,-76.5625
41.0554,-73.8197
20.7581,-155.9903
44.6564,-83.2947
40.6834,-74.575
39.2188,-76.0711
35.529,-77.401
39.9721,-74.6836
40.8964,-78.2204
56.8125,-132.9556
32.9052,-80.6668
48.3689,-99.9963
36.3956,-97.8784
46.9233,-98.0032
30.4056,-86.6183
41.8448,-87.7556
39.1233,-93.1973
39.6762,-89.7045
40.1118,-74.3509
41.4389,-73.1214
37.9788,-90.0471
41.3275,-72.1945
41.0068,-91.9644
41.7035,-93.0577
37.7597,-100.0183
42.6033,-72.7385
39.0469,-84.5587
40.4492,-75.5521
35.6507,-78.4564
34.981,-79.2242
40.9114,-90.6474
43.134,-72.4448
44.1931,-72.8219
39.2884,-77.2039
39.5308,-76.098
38.5676,-77.328
36.7473,-95.9808
37.5421,-77.9189
44.252,-85.4012
41.8054,-87.8756
71.2906,-156.7887
39.9698,-81.5365
35.3658,-120.8499
42.2009,-88.2145
42.0494,-92.9084
45.4564,-123.8455
41.6798,-87.4945
39.0417,-94.7202
41.6716,-70.0622
45.3322,-97.5201
46.0079,-122.8432
42.5836,-83.2455
45.3181,-85.2584
37.9967,-88.9205
42.662,-82.8417
44.2795,-83.4903
35.5156,-98.9673
42.1312,-83.1579
38.0114,-89.2362
33.6648,-97.7206
42.212,-88.2381
42.4031,-86.2736
40.0278,-88.5734
41.4048,-81.7229
39.969,-82.9377
43.2969,-72.4813
40.1318,-91.5204
36.2439,-80.8504
38.9696,-77.3861
40.3928,-95.8389
40.202,-100.6257
42.5803,-83.0302
43.647,-72.0133
43.4392,-70.7743
35.7973,-82.684
40.7403,-75.3096
40.1534,-76.6043
40.6295,-74.427
29.475,-81.127
40.4589,-74.3616
42.5311,-88.2482
40.7928,-74.2569
37.4742,-108.4981
43.6347,-91.4968
40.9868,-94.734
40.9927,-72.2977
41.9008,-74.8286
42.7015,-74.0327
40.3659,-74.9429
42.1435,-77.0543
47.3293,-122.5801
22.2017,-159.5031
39.9975,-85.7466
42.9824,-77.4084
39.3104,-94.9208
37.3403,-95.2611
41.2159,-73.9791
37.5698,-85.2527
44.0548,-70.7128
35.8881,-106.307
41.3978,-82.2224
32.696,-97.6023
36.4037,-81.4929
32.4824,-96.9945
37.0891,-122.0864
41.4935,-82.0616
40.8084,-82.9755
40.0312,-81.5885
40.3359,-80.0834
45.3246,-118.0877
39.329,-84.5406
43.6027,-111.1113
47.7576,-122.2821
46.9735,-124.1541
39.7992,-84.3134
34.6381,-99.334
34.3859,-96.1283
36.4337,-99.3904
31.3081,-86.4824
34.4812,-87.2934
59.0397,-158.4575
43.116,-75.4003
40.5184,-80.1667
62.3221,-150.1201
35.7698,-91.641
38.0683,-120.5397
46.4178,-101.5649
35.1859,-86.1122
29.4832,-98.4685
38.944,-122.6353
41.1998,-90.7493
29.5294,-95.201
35.6223,-117.6701
32.4421,-97.7942
43.6117,-86.3644
29.3475,-99.1414
33.5073,-96.6127
40.7626,-73.4532
33.6482,-117.6902
30.9202,-93.9966
42.0068,-87.9401
32.9761,-96.3313
43.2961,-87.9861
28.0895,-80.5656
32.9594,-117.2653
32.3865,-96.8483
42.8806,-71.3273
43.262,-72.5918
34.399,-118.9184
43.82,-72.5213
33.9761,-117.9053
37.5308,-75.823
38.3708,-97.6642
34.1067,-118.065
37.7386,-121.1365
42.2955,-71.7128
47.4956,-121.7852
38.9582,-76.2102
41.4818,-72.6812
30.1316,-94.0162
43.1744,-87.9727
46.013,-91.4846
41.3331,-73.2073
42.6825,-88.1104
41.3159,-72.329
44.1858,-88.4626
42.9273,-89.3819
41.6025,-75.0582
30.0808,-92.6715
30.6202,-92.7627
40.7937,-74.1501
25.5808,-80.3469
34.8782,-83.401
26.9251,-82.3606
30.0569,-95.1835
32.8501,-96.8003
32.6877,-83.3466
39.6882,-123.4828
41.6149,-87.5303
38.6704,-89.9847
40.3806,-75.0082
28.9005,-81.2637
38.1286,-89.7002
40.0412,-86.8745
29.6346,-83.1249
39.6445,-86.8647
38.4039,-96.1817
35.7877,-78.4806
41.6106,-86.7225
33.1718,-86.2516
45.647,-84.4745
41.7143,-72.6526
21.2794,-157.8286
44.0029,-69.6656
33.7804,-84.336
38.1347,-105.4658
39.8278,-77.9033
39.5489,-89.2945
39.799,-88.2829
35.2248,-88.2492
28.5541,-82.3897
28.9808,-81.2334
33.6143,-85.835
31.128,-92.0662
40.2308,-74.8549
40.4198,-77.1864
42.6073,-83.9294
30.2752,-89.7812
41.4845,-87.7034
42.9406,-87.9959
37.8019,-89.0277
33.6681,-117.3273
40.7599,-82.5887
40.7805,-73.1926
43.0795,-72.4258
41.5628,-83.6538
40.4656,-88.376
41.3437,-86.3097
40.8576,-74.0818
44.4156,-118.9532
42.7843,-83.2393
33.8536,-118.134
40.9469,-73.0293
41.0161,-92.4105
40.3086,-76.5928
34.9493,-83.7574
39.0727,-84.3411
41.6459,-88.6217
35.0465,-81.9818
42.5811,-71.9841
33.9255,-116.8764
30.6485,-91.1565
33.4669,-117.6981
35.7235,-79.4622
48.4939,-122.8972
40.3184,-75.317
38.6356,-90.4151
41.2592,-80.472
40.2317,-74.8421
35.7315,-78.8506
43.802,-83.0008
39.6357,-84.0706
40.7567,-72.9389
37.9074,-111.4237
40.9683,-117.7267
45.1692,-69.3869
41.4748,-84.5525
32.0896,-88.222
43.4907,-83.3989
40.6546,-75.4747
47.2235,-120.9941
40.7415,-88.72
41.5746,-72.3312
43.7972,-123.0593
40.5153,-107.5465
42.941,-85.6102
37.8175,-96.8499
40.5393,-74.4706
43.9809,-84.4864
31.0638,-98.1817
32.5401,-85.0986
35.3063,-78.6089
38.0228,-107.6715
41.2914,-87.4206
35.9595,-95.3694
41.4362,-81.3865
42.4222,-88.6137
35.6015,-84.461
38.6174,-90.3498
42.8661,-109.8647
43.544,-72.2526
43.1449,-95.1444
36.2807,-80.3592
33.6712,-85.8137
32.1632,-91.7207
29.7958,-90.8229
43.9717,-70.6092
38.886,-77.0969
37.4603,-89.247
42.2594,-83.2115
44.8342,-87.377
44.414,-68.5867
34.613,-120.1938
40.2681,-96.747
41.7466,-70.6117
37.0375,-95.6195
38.4416,-90.2007
33.1285,-91.9605
39.7439,-84.6366
28.9786,-96.6461
39.8208,-84.0193
33.0317,-97.0788
45.2775,-92.9855
37.9717,-100.8727
42.2105,-71.6837
42.3443,-88.0427
41.4041,-80.3908
38.2673,-78.8246
48.0186,-122.0645
31.1435,-93.261
42.2502,-83.1771
33.0787,-116.602
35.1397,-93.9214
39.9291,-75.2968
42.2495,-71.0662
40.6823,-73.3973
45.9326,-118.3882
42.4055,-83.0968
40.7244,-73.7028
34.0144,-118.1144
42.1979,-88.0931
33.5023,-86.7542
37.4695,-105.87
35.0875,-84.0346
27.4125,-82.659
41.6971,-72.7238
42.1078,-72.0765
32.2207,-98.2137
35.6286,-82.1804
39.7473,-122.1919
33.9887,-83.898
40.0413,-75.4836
42.7294,-82.8013
40.3905,-75.4918
40.3888,-78.6722
35.9749,-94.3161
37.1092,-87.882
39.9831,-75.8238
41.3681,-89.4648
42.6579,-83.1497
34.7182,-76.6638
46.6733,-90.8949
42.4793,-71.1523
34.1647,-118.0508
40.0275,-74.8687
40.1241,-75.1195
41.4197,-74.0092
41.3431,-73.0782
35.6971,-82.5607
40.731,-122.9423
35.7454,-89.5298
32.9617,-96.8294
40.4848,-78.0103
34.0922,-117.4351
34.1283,-117.2087
34.1209,-93.0538
36.8055,-114.0672
31.5602,-91.4033
32.4582,-83.7316
29.0491,-82.4609
40.6984,-74.4015
41.0479,-72.4631
40.0176,-90.4243
40.3357,-79.9613
41.4036,-95.0138
32.5176,-96.8044
45.503,-91.7341
45.8852,-95.3775
44.7822,-88.609
45.6961,-121.8883
39.7558,-77.5777
25.9377,-81.7124
41.6193,-70.4946
34.1188,-117.6579
42.9292,-85.2129
38.0756,-75.5679
39.1326,-77.7686
48.2411,-122.3707
40.3337,-75.6374
38.7527,-122.6143
33.649,-85.5875
38.5458,-106.9253
38.0467,-97.345
33.3373,-118.3308
33.524,-117.7142
40.8015,-72.8396
42.2687,-72.0853
36.0584,-90.4973
39.5906,-74.2248
40.834,-75.7136
30.4244,-95.4795
41.3223,-74.8023
39.0595,-76.648
35.8826,-75.6554
43.384,-70.5448
32.9815,-82.8101
41.1656,-80.8575
43.6981,-85.4837
43.5913,-71.7373
29.4489,-82.6364
44.2101,-69.066
37.7595,-89.0785
37.9307,-75.3727
33.2431,-95.8993
41.5945,-72.6447
33.7552,-96.5396
30.8463,-93.2891
41.7207,-87.7009
43.1771,-124.1876
42.5908,-71.8135
63.8743,-160.7945
29.1336,-98.1561
36.8769,-119.7715
36.6612,-80.924
43.6797,-70.4429
37.2012,-87.1789
33.9331,-117.9447
34.0198,-117.9495
39.4353,-84.203
39.6403,-106.3742
31.708,-81.7423
37.4371,-76.3199
40.0322,-83.0724
41.4459,-74.4229
45.1078,-87.6143
41.9532,-73.5108
41.9226,-91.4175
38.0382,-122.5377
34.8668,-92.4043
36.0874,-81.9273
34.1171,-83.5724
35.2091,-118.8288
33.9233,-117.8889
37.7985,-121.0702
36.4517,-103.1841
41.2842,-81.0965
41.5428,-87.6848
39.8428,-82.8046
37.941,-121.9367
36.6987,-78.9014
39.945,-105.8172
42.4906,-71.276
39.1007,-120.9533
38.8697,-106.9878
38.9702,-123.6884
43.4635,-114.26
41.6986,-88.0684
40.5581,-90.0351
38.6773,-87.5286
41.8443,-90.1891
40.8075,-91.1129
36.8431,-83.3219
35.1424,-119.4565
42.5,-70.8578
41.641,-73.3206
66.8985,-162.5981
40.3807,-74.5133
34.1093,-83.7627
26.3398,-81.7787
40.6184,-98.0971
43.4523,-71.2176
41.5887,-109.2192
43.2869,-89.724
42.4437,-82.9069
43.9786,-90.504
36.9485,-81.0848
32.5603,-83.1536
36.7577,-77.8469
37.0582,-120.8499
39.6581,-78.9284
37.1231,-120.2601
31.6035,-94.6555
33.9096,-81.2043
40.4405,-74.1231
38.5173,-75.2349
38.3645,-98.7648
34.1448,-118.0023
40.4959,-74.4243
39.7845,-93.0735
41.1428,-102.978
42.8294,-102.9999
41.4297,-97.3684
39.3176,-74.5946
40.8398,-74.2765
33.0168,-117.1131
59.236,-135.4453
40.9379,-72.3009
39.4409,-78.9739
46.283,-96.0776
44.948,-95.717
43.62,-95.5964
38.4501,-91.0091
35.6699,-81.2215
32.9537,-96.8903
40.2696,-74.5232
31.7955,-94.1791
32.8312,-85.7636
41.9196,-73.911
42.2723,-84.9633
40.9082,-73.8078
31.4482,-109.9284
41.1954,-73.4379
43.5336,-109.6304
37.7808,-90.4223
36.9959,-85.9119
37.7623,-84.8433
27.5159,-97.8561
41.417,-87.3653
37.8398,-94.7083
44.6706,-70.1512
40.8953,-83.8888
29.1966,-96.2697
38.8106,-90.6999
38.821,-78.5659
28.0716,-80.6534
36.9334,-82.6291
32.9029,-96.5639
38.0633,-122.1561
40.4044,-91.3965
41.2964,-92.6444
37.8145,-82.8071
32.2504,-101.4787
30.1669,-96.3977
33.8583,-118.0648
33.8752,-117.5664
34.5023,-97.9578
46.864,-67.998
35.5362,-100.9599
38.5486,-76.5886
41.2835,-70.0995
41.1244,-88.8296
46.4953,-84.3453
34.0203,-117.8653
42.0592,-83.3908
39.0146,-74.8816
39.4862,-75.0257
40.854,-74.8291
36.2077,-119.3473
40.7062,-73.3062
35.967,-83.1877
42.6609,-77.0539
35.9452,-78.1119
38.8098,-82.2024
41.0442,-83.6499
41.1576,-81.2421
39.8468,-75.7116
40.9437,-78.9709
41.9559,-78.6439
40.789,-76.5589
41.8073,-77.0775
34.8835,-82.7074
35.6834,-85.77
31.7621,-95.6308
31.7093,-98.9912
43.3959,-72.7007
36.6777,-76.9225
38.7957,-77.6139
48.5342,-123.0171
45.6366,-89.4121
43.5569,-90.8887
38.7632,-121.1638
44.0349,-69.536
28.0653,-81.7887
59.4583,-135.3139
41.7476,-74.0868
41.759,-74.3574
32.834,-109.7076
30.5046,-90.4629
34.7312,-87.7025
41.0256,-81.7299
40.5992,-77.5714
40.4592,-90.6718
39.9956,-82.6743
44.8831,-68.6719
34.8977,-117.0204
40.5432,-74.3632
40.7042,-105.0091
42.0584,-70.1786
36.302,-88.3267
43.6666,-92.9746
44.7651,-69.7192
41.6414,-80.1515
40.7791,-73.4936
20.85,-156.6376
40.6367,-80.24
38.6412,-75.611
31.3382,-94.729
30.3094,-104.0208
47.9058,-96.9985
48.4779,-120.1857
42.5825,-92.8848
33.0393,-85.0313
33.8894,-118.1597
41.7075,-86.895
44.0839,-93.226
48.0714,-122.2655
36.2959,-80.1427
28.7091,-100.4995
34.4536,-85.7064
35.1313,-79.4306
41.2334,-80.4487
36.7223,-86.5772
43.9792,-71.1203
46.9812,-123.8884
41.1366,-95.8907
44.4864,-71.1938
40.8064,-74.185
40.9153,-81.1059
41.5578,-91.1825
41.6348,-84.9994
41.6484,-70.3479
43.0089,-97.3947
39.9065,-75.2715
34.1743,-97.1436
44.3876,-68.2039
29.9974,-98.0986
31.1052,-87.0722
44.7894,-93.6022
38.8053,-123.0182
40.1462,-74.7118
31.1241,-97.9031
34.1748,-86.8436
43.3032,-91.7862
42.0226,-95.3571
48.6967,-122.9054
39.4187,-76.2954
42.4973,-94.1682
41.1567,-83.4163
41.8687,-103.667
27.6744,-80.4086
39.7018,-75.1104
40.8052,-74.2038
39.8915,-75.0377
38.9737,-92.7431
48.55,-109.6841
40.8464,-74.5632
40.5584,-85.6591
40.6082,-74.2777
42.1681,-88.4281
44.2563,-73.7924
35.2784,-93.1338
36.6915,-79.8725
37.7104,-76.3797
41.262,-95.8639
37.6806,-92.6645
42.3539,-85.8628
42.9115,-72.104
34.1653,-84.8023
42.6362,-76.1813
39.7329,-75.1316
37.268,-77.4073
39.4018,-75.0389
43.0702,-76.2153
31.4229,-103.4932
46.6812,-68.0159
35.3273,-96.9253
42.0039,-83.9449
47.4495,-122.4591
41.3768,-71.8245
42.1307,-121.8202
39.5631,-95.1216
42.92,-75.8488
38.5362,-89.106
41.3283,-88.6988
36.9009,-82.0801
29.8994,-90.1004
40.1175,-102.717
36.214,-83.2949
39.0168,-94.2763
42.0232,-121.5986
29.7947,-98.732
34.2872,-118.8816
31.8088,-85.97
27.5958,-81.5061
44.9177,-93.0653
39.8878,-75.3082
44.7319,-93.2177
34.4954,-77.5549
44.1896,-73.7873
41.1852,-80.7572
41.52,-88.2019
41.1666,-82.223
34.483,-114.322
36.1321,-78.7567
38.5342,-76.9733
31.0243,-87.4939
34.7676,-89.4487
42.5936,-83.5994
41.0054,-74.2907
34.0493,-118.0483
47.8112,-116.8969
40.4164,-91.1363
39.1589,-108.733
35.3826,-85.1089
45.6333,-94.5666
40.506,-74.6738
38.9938,-105.057
40.2914,-79.3888
35.3677,-81.9246
41.911,-71.4418
34.0806,-118.0731
42.4922,-79.1253
43.2867,-78.7103
40.2895,-76.9489
34.7584,-106.0559
42.4134,-73.6733
41.4352,-81.7444
40.2521,-80.0036
40.1084,-83.7524
46.7292,-120.699
35.9177,-76.2522
32.5565,-95.8633
31.1024,-85.6968
31.7721,-91.8215
42.4073,-124.4218
33.8916,-78.5044
33.8874,-78.4362
43.0501,-74.2179
35.1476,-107.8526
33.1764,-107.2257
37.3567,-77.4417
39.0661,-84.7032
41.5414,-86.9006
30.8728,-97.125
38.7723,-88.5026
41.5644,-88.1086
26.7716,-80.2388
26.2464,-80.2122
27.8164,-80.4706
35.9985,-76.9461
36.1229,-77.1766
27.8339,-97.0611
41.227,-80.2398
38.767,-90.4115
29.9239,-90.1661
46.7766,-88.4961
30.5724,-97.4165
28.665,-82.1128
42.1584,-72.3287
32.796,-95.4511
34.0367,-77.8969
41.6847,-87.853
43.0591,-88.4038
41.464,-72.1556
38.7306,-98.2281
30.0669,-90.4814
32.7559,-111.5548
46.9018,-123.0179
41.2786,-91.3599
39.2486,-94.9002
41.0748,-73.7751
30.8133,-92.6606
38.6388,-78.774
28.1778,-82.6711
32.6563,-79.9412
42.4411,-88.6411
30.831,-82.0113
39.1493,-76.7753
32.051,-84.7991
31.6832,-92.1337
38.812,-94.5319
28.8922,-99.095
26.8283,-81.1032
38.3804,-78.2575
46.2713,-112.2636
32.1402,-104.5671
21.1515,-157.0974
20.8986,-156.4303
37.0767,-78.0014
37.7925,-78.6983
43.0216,-78.9657
27.718,-82.3518
37.5198,-122.2763
35.6735,-90.5073
43.8956,-73.0998
40.7453,-86.7647
43.4317,-96.7034
30.3883,-95.6963
28.4832,-82.5373
40.2394,-82.6875
33.2936,-111.0986
36.72,-79.2883
34.9236,-86.5669
35.678,-119.2292
47.8222,-122.8758
34.0197,-117.9586
33.6889,-86.6833
32.3717,-112.8607
43.4442,-71.6473
39.24,-76.6806
42.1708,-83.7797
36.553,-121.9219
56.9758,-133.9472
53.8741,-166.5341
61.1308,-146.3483
34.9387,-82.227
47.4173,-120.2808
43.7042,-75.6906
35.7805,-78.119
40.732,-73.1857
26.3798,-98.8203
41.6267,-93.7122
39.809,-75.5488
42.0748,-71.0957
19.7286,-155.9817
41.3424,-73.8491
40.6565,-73.6093
28.6942,-81.5353
32.8998,-97.0403
38.8137,-76.9453
40.0444,-111.7322
43.1122,-77.4869
40.5031,-78.6303
21.3245,-157.925
42.5251,-71.7598
30.093,-93.7365
38.0852,-78.4652
39.3898,-74.524
36.5965,-82.1885
42.9106,-76.7966
42.3196,-71.6412
42.8434,-71.7351
34.1758,-85.1617
42.745,-124.4973
37.1028,-85.3064
39.9367,-120.947
42.655,-86.202
42.6792,-70.8412
33.769,-89.8084
43.6106,-73.1798
25.8875,-80.1358
41.5965,-72.8776
41.1281,-101.7196
40.8909,-72.4637
37.497,-82.3504
37.6699,-76.8775
31.9575,-110.9556
45.6896,-123.8811
48.2198,-122.6862
42.2139,-83.1938
34.4133,-119.8609
34.9698,-78.944
39.0893,-119.939
27.9408,-82.2425
41.7694,-111.8047
41.5895,-88.0578
39.1201,-88.5435
39.3279,-74.5035
41.6388,-87.4622
47.2372,-93.5302
44.5086,-88.3283
42.5001,-71.5828
