latitude,longitude
37.3272,-122.3866
30.3496,-97.3702
41.8551,-84.3538
40.3212,-79.3795
35.0541,-118.1781
39.6001,-75.9413
40.7174,-73.8743
45.4221,-122.5154
40.2454,-75.6496
40.3409,-76.4114
44.798,-93.5269
36.4989,-80.6057
42.283,-87.9531
32.7868,-79.7948
41.3547,-73.0138
33.1385,-96.1108
40.0806,-80.9001
44.9347,-68.6468
32.0806,-112.9165
37.8403,-85.9491
42.3292,-73.6156
33.1385,-95.6011
33.1568,-94.9682
41.8768,-70.8433
37.7645,-89.3351
43.5945,-83.8889
41.2565,-74.3599
41.8775,-88.067
40.1798,-75.5398
33.0185,-80.1756
20.9174,-156.3257
42.9333,-76.5667
38.101,-122.8569
32.8551,-90.4057
35.824,-80.2534
42.0325,-71.2172
40.2144,-104.8242
36.5092,-86.885
36.6436,-93.2186
35.0887,-92.4421
40.3496,-74.0697
29.2108,-81.0228
39.8065,-83.8869
37.3477,-120.609
40.7721,-73.9301
38.3914,-86.9311
42.4156,-73.6771
40.7967,-81.5215
33.8248,-78.681
38.9428,-76.7303
38.8612,-86.4872
42.0895,-71.3593
42.2825,-71.3465
42.7291,-78.8245
27.0781,-80.1368
26.6836,-80.2797
41.422,-82.3646
40.5678,-84.1936
42.0526,-124.2839
39.1382,-76.235
40.9262,-74.0699
47.2874,-68.2594
37.1148,-81.5196
36.8665,-83.8888
41.3573,-88.4212
30.7792,-85.5392
37.4304,-83.998
41.7011,-71.1546
41.2957,-75.5044
25.9023,-80.2503
38.5788,-122.5797
36.3126,-95.6161
40.5698,-77.3969
38.0496,-77.3467
40.1608,-74.7922
41.8009,-87.937
40.2911,-79.9319
39.3342,-76.4394
39.3545,-84.1271
39.5401,-82.4071
37.8487,-81.9935
42.5778,-70.7676
43.0622,-89.334
26.1595,-97.9908
39.495,-74.4601
38.789,-90.3229
33.4951,-90.3198
36.3854,-79.9595
39.4273,-75.2341
45.6573,-68.7098
43.2046,-75.9231
39.995,-76.6759
41.8897,-87.9889
40.025,-75.2829
42.6871,-72.0441
29.5016,-97.4525
32.6078,-116.4738
31.94,-113.0173
39.0512,-84.535
40.792,-73.5398
37.129,-84.0833
33.4918,-80.8557
36.7281,-108.2187
41.8814,-80.7995
21.3794,-157.9216
41.7594,-70.7242
43.8257,-96.7123
41.9201,-84.6305
37.5502,-78.5556
38.4565,-75.5771
32.1618,-80.7513
39.4301,-77.8042
41.9305,-70.031
42.2221,-70.9391
40.3074,-122.2053
42.4401,-79.3317
32.7262,-85.9436
37.1318,-80.5765
46.5576,-122.2752
38.8187,-81.7107
37.0431,-100.921
36.1843,-79.5072
46.9965,-120.5478
31.5458,-110.278
37.8362,-87.59
37.092,-84.6041
32.7504,-81.6368
40.8955,-74.4832
33.4359,-86.1058
40.1053,-85.6803
39.99,-84.5532
39.8853,-75.328
35.7607,-95.5457
45.9578,-86.2463
42.4795,-79.3339
43.3228,-76.4172
41.0989,-81.2426
39.4573,-75.6613
39.3542,-85.9666
41.3534,-75.7382
41.9291,-72.6303
45.2236,-95.3942
30.5052,-97.8202
42.122,-77.9481
36.3712,-86.71
33.565,-117.7271
39.9348,-75.0307
30.1661,-81.7065
39.9335,-75.5254
40.5275,-74.3934
40.6916,-112.0011
40.6701,-75.4955
42.4367,-82.8769
35.6509,-88.3934
44.552,-69.6317
41.6886,-71.5642
37.0374,-119.514
42.8592,-73.7793
33.5215,-84.3538
36.2943,-82.4735
41.3543,-71.9665
36.1156,-97.0584
43.0072,-74.3722
35.949,-85.0269
39.8341,-105.036
38.6672,-90.4425
38.2406,-122.9949
41.7978,-87.8447
39.4018,-94.5429
39.6848,-83.9297
38.0787,-79.3831
39.5869,-93.796
38.9182,-78.1944
33.6259,-97.1334
32.1143,-81.154
43.5392,-89.4626
44.197,-72.502
28.3695,-81.5261
42.5387,-71.0466
36.1583,-114.4124
33.9241,-118.3006
42.1237,-72.4316
40.2692,-79.8898
35.2977,-81.0162
36.4204,-81.4734
29.9769,-95.131
42.2658,-72.6695
43.2461,-78.1936
32.4561,-90.0175
41.5537,-87.452
40.3641,-74.9531
43.1618,-77.4461
41.0336,-74.0938
29.7875,-95.824
35.991,-106.0819
40.2628,-85.6758
38.7073,-77.023
35.2175,-86.2716
31.1427,-97.5241
38.7422,-108.069
33.2507,-85.6124
38.5018,-122.9961
42.7669,-78.6172
39.4718,-79.6834
32.3476,-97.3867
47.4892,-92.8838
36.819,-76.2749
42.7361,-71.8808
40.1046,-78.9529
41.6998,-72.157
45.1491,-122.5822
42.9873,-85.0711
38.2974,-78.44
43.525,-84.1227
41.0168,-75.8971
37.784,-79.4428
35.3737,-83.226
40.365,-80.4139
35.7512,-86.93
35.0718,-81.6498
32.2371,-80.8603
40.1799,-76.1789
38.6898,-75.3859
39.5349,-119.7527
43.4926,-70.4534
40.7693,-73.1151
44.8872,-87.8646
38.0317,-85.3425
38.7008,-90.3645
41.6764,-91.5805
36.3208,-121.2438
29.994,-90.2417
20.7646,-156.4458
39.9,-82.5358
40.2031,-79.9262
33.229,-87.5772
44.2598,-70.5006
42.9709,-82.4249
48.108,-116.6175
40.3709,-105.5479
25.8223,-80.2895
34.7695,-92.2671
28.67,-81.2081
32.1154,-81.247
30.5084,-97.6735
47.2136,-123.1061
21.9495,-159.3644
22.2117,-159.5424
39.8781,-83.9368
38.39,-105.1188
42.4715,-75.3257
41.7517,-71.1415
42.3418,-72.5884
39.0909,-84.85
26.9583,-82.067
45.9931,-123.9114
35.4715,-93.4666
34.5026,-84.9511
35.2872,-95.5825
36.2842,-82.1726
31.9102,-95.3012
32.1694,-95.4821
42.1959,-70.7258
33.1104,-86.5841
47.5833,-101.1226
42.2213,-87.9819
42.9434,-74.185
32.7735,-92.4057
36.6338,-93.4169
43.0296,-78.8701
29.9913,-93.9585
32.0383,-94.4452
44.6014,-92.5383
42.9315,-74.6226
30.4113,-88.8278
35.8682,-83.5618
38.5331,-81.8935
26.1906,-97.6961
41.1967,-73.9661
41.6142,-81.149
42.575,-70.9321
39.0255,-84.6006
40.7259,-73.5143
38.8797,-94.8189
32.5404,-82.9038
43.7867,-75.4878
41.358,-93.5581
42.5275,-87.8534
39.6603,-105.1841
44.1845,-69.0761
42.9659,-78.87
32.4487,-99.7331
20.6872,-156.4392
40.2068,-75.0998
34.2102,-118.2015
43.1587,-76.3327
44.8483,-123.2288
33.94,-118.3047
40.2365,-83.3671
43.7508,-87.7145
48.0327,-122.7853
39.5146,-76.4111
35.1823,-83.3815
44.2795,-73.9799
40.4898,-81.4457
32.0402,-88.7281
42.7925,-73.6812
41.497,-71.3672
41.9757,-84.2862
43.5321,-90.0026
41.8742,-80.1317
42.2335,-72.8796
21.3461,-157.7238
43.6766,-73.7496
45.2942,-123.1796
42.9334,-73.969
45.2101,-123.1987
25.8462,-80.1539
33.0546,-84.1558
35.4915,-92.0313
37.8735,-122.4566
28.7397,-81.115
26.2159,-98.3252
27.0531,-82.4242
46.654,-120.53
42.4372,-123.174
25.6902,-80.165
39.2335,-123.2038
46.7204,-122.9614
35.506,-80.8394
37.7832,-121.5427
36.0579,-76.6077
48.0819,-121.9682
33.0801,-83.2321
39.1091,-76.5701
40.0506,-77.5202
34.2819,-118.5499
42.9833,-76.8
42.0217,-76.3669
42.9036,-76.8594
32.9778,-111.5176
43.0964,-75.0845
47.7985,-122.498
35.3137,-83.1765
34.1347,-116.313
27.5214,-82.5723
40.8257,-73.6982
40.5409,-79.7839
42.6106,-71.2342
40.4131,-79.5703
39.8917,-75.1162
40.0187,-78.5039
41.1573,-85.4883
42.1555,-71.0093
37.8665,-82.5388
28.8202,-81.6651
38.3794,-81.8192
44.4336,-72.015
32.3724,-81.3115
40.1677,-75.0319
41.9973,-74.1049
41.1401,-80.769
40.4547,-109.5356
34.2694,-118.7814
39.9824,-78.7249
43.2266,-89.3783
35.0074,-80.9451
40.7684,-74.1454
36.5484,-82.5618
35.3884,-82.5668
41.5418,-73.2079
45.1977,-93.387200000000007
41.1904,-80.9911
41.5671,-71.4498
39.9009,-75.0846
33.4957,-88.4273
42.9784,-77.9842
41.4901,-71.3128
47.258,-68.5876
41.6828,-88.3515
32.7417,-117.1009
40.3506,-76.1382
42.8741,-72.2795
40.4417,-79.8819
47.1618,-114.0851
34.1058,-117.8089
39.9684,-76.6764
41.8794,-87.8136
42.2967,-89.6212
39.6653,-75.604
44.3894,-93.7302
40.1984,-83.0102
39.4212,-76.626
28.0341,-82.6651
27.1192,-82.4443
45.6665,-122.5609
33.567,-84.581
37.115,-107.6331
40.4284,-79.6975
41.7614,-88.4436
45.1476,-122.8585
41.85,-88.3126
39.2073,-86.2511
42.712,-73.2037
39.4737,-76.2413
34.1164,-118.2125
39.4831,-88.3728
43.4967,-73.7762
39.9242,-83.8088
33.7806,-116.4681
45.1672,-93.0286
30.4065,-87.6836
35.5961,-78.1248
39.969,-82.917
38.6684,-90.3327
42.2781,-74.9165
36.8348,-81.5148
34.1214,-118.1064
41.5154,-81.56
45.2998,-122.7737
35.894,-80.5615
41.3503,-83.1219
41.1743,-80.7298
46.2469,-114.1604
43.0834,-70.7078
34.1791,-118.7628
30.7849,-83.5599
32.4316,-80.6698
41.6142,-76.0466
38.4783,-107.8762
32.9774,-117.0773
32.7633,-117.1228
32.7444,-117.2551
41.5768,-75.2588
39.8063,-76.9843
40.0265,-75.6092
37.5851,-79.0514
40.3295,-75.9652
39.0018,-76.6875
42.3321,-73.0829
36.1881,-94.5405
38.0565,-83.9433
40.2634,-76.7109
31.286,-89.4145
41.9916,-87.8903
41.3978,-79.8314
40.7039,-80.2966
40.5177,-75.7761
42.8862,-87.9583
45.1805,-89.6835
41.3712,-75.7349
40.7664,-89.4814
40.1627,-76.5604
40.7616,-74.2098
41.0018,-74.3671
36.8656,-87.4912
42.559,-71.1676
44.6367,-124.0534
42.2408,-83.2697
44.9581,-124.0178
34.0677,-78.1483
32.724,-117.1693
42.4594,-83.1827
32.5043,-94.574
41.4848,-80.4376
41.4426,-72.0175
42.1395,-83.1783
36.1536,-83.7824
45.1858,-109.2468
41.0416,-74.7218
46.8267,-100.8896
39.2356,-120.0199
43.2362,-77.0616
43.0597,-76.9925
38.3325,-82.9485
43.0692,-77.2989
43.1639,-88.0873
44.4097,-103.5091
30.6327,-97.6772
44.5439,-73.1479
44.467,-73.171
37.6028,-99.2926
32.9299,-97.2268
30.0825,-97.8417
38.856,-120.013
44.4914,-73.1857
36.7305,-91.855
34.989,-90.0126
38.5415,-85.7681
40.9335,-74.6595
41.7992,-85.4192
39.9442,-74.0729
34.0494,-116.9478
44.3112,-124.1048
42.2934,-75.4793
35.1998,-87.0308
39.5791,-104.8769
38.8417,-76.5121
35.7454,-81.6848
44.8408,-93.2983
41.9888,-88.6871
39.8967,-79.9745
40.6818,-73.3671
39.2513,-119.9729
30.7838,-92.4254
35.3166,-81.1764
39.1721,-120.1388
43.3054,-70.9757
36.2695,-95.8547
42.7213,-73.8319
41.3751,-81.9082
42.1142,-85.537
41.2381,-85.8531
39.8642,-75.3785
40.0817,-75.707
40.8333,-115.7667
33.0417,-116.8681
38.7209,-90.2973
40.3916,-111.8507
41.8506,-87.7937
29.9035,-90.0773
29.9691,-95.6972
38.4455,-121.8233
42.4606,-83.6516
42.0078,-76.5289
39.4278,-86.4283
42.6249,-74.1355
29.578,-98.6898
34.1842,-118.9106
44.793,-89.7032
42.0998,-72.3153
40.3043,-73.9924
44.358,-89.086
32.7617,-108.1306
37.5177,-76.9789
38.6654,-78.4595
38.9561,-119.7692
38.8403,-97.6114
33.9959,-117.6687
30.058,-94.7955
42.2757,-77.7541
35.18,-120.7318
38.4155,-95.8633
33.5186,-83.7353
42.3167,-77.7414
48.1833,-116.9095
47.3135,-122.3348
44.9488,-92.935
39.8898,-75.3251
41.1474,-73.9896
43.1692,-76.1167
41.85,-87.9645
33.9926,-83.7202
41.6754,-85.7063
25.8239,-80.2408
37.3281,-87.4989
43.1249,-75.2946
34.4367,-119.6321
42.911,-77.7463
48.8391,-99.7448
36.4247,-121.3263
48.85,-99.7836
42.1069,-87.7352
29.7598,-91.4284
36.7327,-121.5966
35.1698,-107.8909
41.4848,-81.9221
41.9476,-80.5542
47.5673,-122.6326
43.3139,-89.5265
28.2189,-82.4576
41.1667,-87.6628
35.6454,-78.0097
33.4487,-86.7878
43.4547,-76.5067
44.2192,-123.2056
41.0472,-73.9558
42.3005,-73.9997
34.0874,-117.8903
38.6498,-90.3807
36.2853,-92.9143
36.766,-78.9283
31.9256,-92.6413
40.5395,-75.4968
39.8711,-75.0779
35.5978,-82.3998
43.0611,-88.1069
31.2137,-82.3557
46.2349,-116.2407
29.0338,-95.4344
40.1028,-84.633
34.0336,-117.0431
40.7484,-75.6119
38.9918,-94.6381
42.9054,-74.5704
38.7041,-93.229
40.3083,-105.081
39.6172,-104.9508
35.9518,-95.6508
45.776,-111.1769
37.3021,-78.3919
42.3181,-84.0218
38.5947,-90.5483
35.9798,-78.5097
38.0132,-122.6638
41.3712,-73.414
41.4658,-73.3995
39.084,-76.7002
41.9191,-72.9125
41.3948,-73.0743
41.3401,-71.9007
41.8364,-72.4606
41.6012,-72.9744
40.8959,-74.1999
30.1144,-83.5825
39.4862,-77.699700000000007
37.906,-122.5449
40.1284,-83.9597
43.119,-124.4084
42.6583,-83.3861
33.0315,-111.3873
36.3938,-78.9828
34.374,-80.0734
43.0514,-83.3188
42.1389,-83.2416
40.9175,-77.0477
42.0963,-70.7107
45.0117,-99.9557
42.1161,-74.3701
41.6438,-83.4869
40.5226,-79.9631
38.8213,-121.193
42.9073,-85.792
41.5986,-90.3435
38.7395,-89.6712
37.7803,-98.0189
30.3658,-88.5561
43.9106,-69.8206
45.7531,-120.9047
35.4429,-84.593
34.1008,-117.7678
26.5867,-80.052
29.4608,-95.0513
41.4904,-71.9933
40.5251,-104.7133
42.9961,-84.1744
42.0111,-87.8406
40.8273,-74.4797
38.0251,-78.0042
40.7887,-74.0151
38.886,-94.5331
30.4521,-91.2101
39.7606,-86.5264
41.9853,-72.4458
42.6186,-82.5323
41.4789,-87.4548
43.1775,-85.2528
46.0038,-112.5347
40.144,-75.1157
43.5181,-70.3772
47.4943,-122.2409
45.623,-106.6667
42.8695,-85.6448
40.7571,-73.5865
39.032,-76.5027
39.6445,-80.8576
19.8336,-155.1072
41.9039,-72.4676
42.9899,-77.3269
36.146,-81.1606
38.9863,-74.8217
38.2682,-77.1844
42.5239,-83.2233
39.9556,-86.0139
43.2264,-73.5592
39.5165,-104.7588
40.4668,-74.4573
39.7584,-77.7549
30.1761,-84.3753
41.7427,-73.8283
31.979,-89.2873
34.307,-92.4013
37.993,-85.7118
39.9509,-86.2619
42.2486,-88.6084
34.8059,-82.9201
32.2701,-106.8008
33.7645,-117.7939
28.2044,-82.3305
44.2014,-92.6463
30.0689,-81.8604
42.4154,-74.0221
34.9379,-82.1451
32.2978,-110.9187
36.2298,-93.1077
40.9699,-73.7122
32.84,-116.4395
34.162,-97.4259
38.9433,-105.1576
40.3279,-79.6161
37.2279,-77.4019
42.5466,-83.2111
42.0428,-88.0798
47.766,-116.7865
43.0631,-86.2284
41.0273,-78.4392
40.3763,-104.6921
30.5255,-89.6795
36.7284,-76.585
42.4331,-82.9241
43.12,-85.56
27.9942,-82.2195
35.4868,-80.86
42.7241,-114.5187
32.8995,-105.9603
32.9573,-105.7425
35.5281,-108.7426
32.6654,-107.1531
35.5939,-105.2239
32.3504,-108.7087
32.944,-103.3486
34.99,-106.0492
40.918,-111.8722
33.3318,-105.673
33.9178,-106.8659
33.1284,-107.2528
34.8637,-118.1636
40.5531,-79.7572
43.7465,-122.4617
43.3872,-87.8756
40.4864,-86.1336
30.7167,-86.1167
40.0924,-75.2533
34.5377,-117.2907
29.0258,-80.927
29.6918,-95.2097
37.4613,-122.1977
35.8779,-84.1711
34.9023,-110.1582
38.5062,-95.6399
40.0581,-82.4013
41.3334,-89.0918
36.8767,-89.5878
37.861,-78.2633
43.0301,-76.0052
38.5611,-89.8986
41.1145,-83.178
30.1011,-90.9941
31.8469,-81.596
37.131100000000004,-113.6561
43.133,-115.6912
33.8312,-87.2775
28.4956,-81.5348
32.0506,-106.4293
39.6578,-77.1744
36.4073,-83.0054
35.7884,-83.5543
36.0345,-89.3856
38.7549,-76.9066
46.3433,-94.2867
30.0283,-98.1111
39.9936,-105.0897
37.0974,-89.5633
40.1535,-74.0713
39.917,-75.0956
40.1653,-74.0745
42.1142,-85.6378
40.1953,-88.4042
38.0373,-84.8966
40.7298,-81.1054
33.5311,-111.9426
35.8726,-83.774
38.6132,-78.7989
36.869,-94.3681
43.0529,-74.3438
39.9784,-86.118
42.1055,-71.5512
37.4589,-122.4369
34.8662,-92.1101
34.8151,-92.2243
34.1204,-81.2645
36.0006,-88.4281
41.4245,-91.0438
44.2947,-88.448
34.7401,-97.2223
38.9806,-76.3144
28.2489,-81.2812
32.4618,-90.1153
38.2454,-78.1108
40.6432,-73.6957
38.7714,-90.371
42.6203,-73.8398
39.7042,-86.3994
42.5446,-72.6079
33.5019,-112.1776
39.5237,-87.125
43.0806,-88.2612
39.0587,-86.4464
39.9118,-75.2771
34.5365,-79.2914
47.693600000000004,-114.1632
48.0632,-114.0726
33.4251,-94.0477
47.1219,-88.569
39.6284,-84.1594
40.2537,-74.0132
35.9828,-86.5186
43.8955,-103.4266
39.4126,-76.4635
38.8317,-76.6113
39.6128,-86.3742
45.7054,-121.5215
45.696,-121.2862
40.1742,-75.1068
42.9764,-88.1084
41.2774,-72.5236
43.4765,-72.3926
32.6223,-116.3225
40.3079,-76.0972
36.9752,-121.9533
47.6172,-122.3192
48.8461,-95.7628
40.7884,-73.6455
46.5924,-90.8838
27.1961,-82.4903
42.5542,-93.0533
42.7982,-74.7583
40.8437,-81.764
40.4656,-80.0656
35.1146,-75.981
32.3893,-94.8671
33.4707,-82.5046
32.5421,-97.3209
40.3084,-88.1559
33.9837,-84.4273
39.1083,-76.8033
33.8966,-118.306
41.0845,-76.8638
41.6052,-71.9839
37.2577,-120.9988
40.7931,-74.5029
40.2922,-79.8817
40.7959,-74.3148
36.3247,-80.0494
42.2463,-123.0348
33.1296,-88.1514
40.0633,-105.171
34.0112,-85.2559
39.7084,-91.3585
42.0423,-87.789
30.7799,-91.3765
35.0164,-81.8052
39.4453,-83.8285
39.6448,-106.5137
39.7687,-75.5144
42.3564,-73.2847
40.4774,-104.9013
30.1054,-81.416
30.1111,-81.6418
34.1064,-117.3703
41.4942,-87.5217
39.6412,-85.1411
26.9422,-80.1909
40.8687,-75.2549
48.3614,-120.1163
33.1007,-86.8642
32.1324,-81.299
42.2639,-88.8443
36.122,-79.4289
42.1736,-71.6035
37.7196,-75.6655
40.8213,-75.0411
47.7359,-122.6465
36.8745,-94.8775
40.8362,-75.0269
40.5364,-112.2978
39.0181,-91.8971
31.7246,-96.1653
33.6117,-111.7174
41.2542,-76.9205
42.2768,-72.4003
33.3973,-96.9604
32.149,-81.1631
44.4822,-88.0701
35.0428,-120.476
42.3242,-83.4002
41.5645,-87.5125
39.6612,-76.8849
40.8695,-84.5841
40.752,-80.3192
41.1578,-80.0886
41.6341,-111.8521
40.0228,-82.4446
38.2546,-76.9636
30.2944,-82.9858
46.1878,-123.8312
42.2194,-78.2807
44.0461,-68.84
38.3462,-85.6099
41.0481,-74.0612
38.6123,-90.4635
39.7798,-84.1241
39.9929,-74.7877
32.589,-96.3089
41.6536,-74.6906
45.4167,-122.64
43.1824,-89.2134
35.7479,-95.3697
39.0182,-77.5203
38.5757,-122.4499
41.301,-91.6926
38.5051,-122.4702
35.6234,-95.9606
34.1207,-84.0044
38.4604,-75.2207
39.0075,-78.8579
35.1162,-80.724
35.5466,-77.0522
42.6988,-73.1144
44.0537,-71.1284
31.5985,-89.867
37.5027,-122.4694
40.2625,-80.1872
30.5427,-97.5467
38.9592,-85.8903
40.8715,-111.8855
39.0123,-89.7912
42.7153,-82.5022
38.8597,-104.9172
40.4539,-75.8179
42.1168,-71.8648
35.0537,-94.6236
38.441,-105.2425
42.5637,-84.8358
35.9523,-86.6694
42.6153,-77.4025
30.8775,-84.2021
41.3431,-72.1308
39.5062,-77.6524
40.3295,-76.0131
29.6658,-95.0194
38.2098,-84.5588
33.9385,-78.733
26.6587,-80.2414
40.772,-80.7681
33.2443,-86.8164
36.8651,-87.8353
42.8493,-70.9439
42.7249,-71.1953
27.2545,-80.2298
38.3264,-89.8771
37.1605,-84.1038
29.3483,-95.016
38.008,-92.7446
39.5151,-84.3983
39.9388,-84.0287
30.7235,-95.5508
30.9484,-91.5698
38.067,-81.8195
38.6156,-95.2678
44.3786,-73.229
33.5957,-83.4679
39.5347,-107.7831
34.1403,-117.9617
39.4884,-81.866
39.8965,-80.1792
41.8265,-72.7301
39.437,-76.6196
36.7626,-80.7348
37.1184,-82.8268
30.3088,-89.3301
35.3238,-80.6559
40.6642,-73.4873
32.6454,-85.3783
40.9053,-74.4064
44.4583,-87.5031
28.5494,-81.7729
37.0717,-84.748
31.3466,-89.2601
28.51,-81.3759
41.4543,-70.562
39.2546,-76.7
40.1117,-88.0417
28.5692,-81.544
37.9736,-83.8418
41.5931,-81.5268
43.9145,-69.9653
37.7665,-77.3703
34.6183,-79.0105
31.4505,-83.5085
40.685,-80.1071
44.5442,-72.4582
38.9534,-94.7342
38.8465,-91.9479
26.1665,-80.2084
37.6176,-99.1051
42.7414,-88.2243
37.7699,-76.4663
30.24,-81.3853
38.9638,-84.0807
43.3813,-92.1143
41.982,-72.6507
38.4079,-78.6236
42.371,-88.0907
40.5622,-111.9297
37.0505,-122.0139
42.9908,-89.5332
33.6103,-117.7253
40.7706,-74.2326
41.6446,-87.7415
29.9147,-90.054
38.7875,-90.6295
36.8573,-88.3503
38.028,-121.8847
45.6966,-90.4004
38.87,-107.5914
43.2623,-93.6378
39.4528,-108.0516
36.805,-98.6672
42.2736,-122.8145
30.8657,-91.0157
37.9622,-122.3455
43.1266,-77.5756
32.7579,-84.8749
28.5703,-81.2354
38.9259,-79.8467
45.8623,-122.6704
41.2618,-75.8959
29.0939,-97.2892
39.6174,-75.08
34.7371,-82.2543
39.4812,-76.6438
42.6042,-72.5563
30.523,-87.9033
30.2764,-86.0081
30.3298,-86.165
36.2742,-87.0642
32.0002,-80.8457
30.396,-86.2288
21.4333,-157.9666
40.6547,-73.579
39.1201,-90.3285
46.098,-88.334
39.1955,-94.6836
32.6154,-93.2868
41.401,-72.3445
42.9489,-76.429
41.8816,-87.8828
35.9198,-88.7589
33.2343,-97.5861
34.9799,-101.9205
39.9329,-75.2521
41.7486,-72.867
40.6522,-74.2588
35.8265,-82.5493
44.3397,-72.7585
41.9528,-71.9674
40.7617,-73.3291
40.7327,-73.4454
41.0609,-72.3263
38.5926,-90.3573
45.0856,-93.1353
40.7873,-74.3894
33.4328,-112.3671
40.5698,-79.7648
32.471,-85.0008
40.3889,-74.7615
40.6786,-73.5769
34.1143,-107.2392
27.0442,-82.2359
33.2408,-111.6329
33.6249,-112.3661
33.924,-78.0186
39.9875,-88.2607
47.0065,-122.9111
32.613,-83.6242
42.1206,-72.7547
39.1518,-77.9822
32.9462,-87.1167
37.0945,-88.0803
33.2617,-88.095
32.1825,-86.5806
34.152,-85.6789
42.7762,-71.0773
36.7993,-78.4583
35.8235,-78.8256
40.1722,-74.6724
40.5786,-74.4113
41.9117,-86.01
30.1533,-85.6113
30.2385,-90.9201
47.9032,-91.867
33.7924,-82.479
42.5481,-72.3968
38.3359,-90.1498
38.5566,-90.381
38.7137,-90.4325
